Word,Meaning
اماده توب,"preparation, making, planning, groundwork, training, fitting, exercise, warm up, concoction, mixing, preparative"
تهيه,"preparation, making, planning, groundwork, training, fitting, exercise, warm up, concoction, mixing, provision, supplying, purveyance, procurement, catering"
بند و بست,"preparative, advice, council, board, corporation, guidance, tip"
تياري نيونه,"preparative, preparation, making, planning, groundwork, training, fitting, exercise, warm up, concoction, mixing"
آماده کول,"prepare, activate, ready, draft, set, organize, dish, brew, get, fix, dress, make, think out, lay, fit, train, groom, gear"
چمتو کول,"prepare, activate, ready, draft, set, organize, dish, brew, get, fix, dress, make, think out, lay, fit, train, groom, gear"
چمتو,"prepare, activate, ready, draft, set, organize, dish, brew, get, fix, dress, make, think out, lay, fit, train, groom, gear"
چمتوکېدل,"prepare, get ready, be ready, tool up, be about to, stand by, commit oneself, be on the go, put in force, groom, train"
سمبالېدل,"prepare, get ready, be ready, tool up, be about to, stand by, commit oneself, be on the go, put in force, groom, train"
ځان چمتوکول,"prepare, get ready, be ready, tool up, be about to, stand by, commit oneself, be on the go, put in force, groom, train, ready"
برابر,"prepared, equipped, processed, fit, trim"
متبارز,"preponderant, overriding, leading"
دوربيني,"presbyopia, far-sightedness, loss of the ability to see nearby objects clearly (due to age)"
مقرر,"prescribed, recommended"
سوبتيا,"presence, attendance"
حاضرتوب,"presence, attendance"
حضور,"presence, attendance"
محضر,"presence, attendance"
حاضروالی,"presence, attendance, availability, obtainability, accessibility"
موجودتيا,"presence, attendance, existence, life, being, lifetime"
موجودوالی,"presence, attendance, existence, life, being, lifetime"
ډالۍ,"present, existing, current time, tense expressing the current time (Grammar), gift, offeringgift"
تبالۍ,"present, gift"
تارتوک,"present, gift"
خونی,"present, gift"
سوغات,"present, gift"
کبول,"present, gift"
تحفه,"present, gift,"
ارمغان,"present, gift,"
ډویه,"present, gift, existing, current time, tense expressing the current time (Grammar)offering"
ډووه,"present, gift, existingcurrent time, tense expressing the current time (Grammar)offering"
پېشکش,"present, gift, offer, bid, tender, offering, proffer"
هديه,"present, gift, optical numeric disk, bounty, offering, bestowal, donation, charity, handout, talent"
محافظه کول,"preserve, conserve, keep"
اولسمشر,"president, chairman, leader"
ولسمشر,"president, chairman, leader"
رياستي,presidential
خبررساني,"press agency, wire service"
مطبوعات,"press, racket press"
خپرنۍ,"press, racket press, media, channels of mass communication (radio, newspaper, television, etc), medium"
لمحه,"pressing, urgent, moment, instant, second, minute, while"
شېبه,"pressing, urgent, moment, instant, second, minute, while, period, point, momentum, a little while, a short while"
دمک,"pressing, urgent, moment, instant, second, minute, while, period, point, momentum, a little while, a short while"
بخار (د) دېګ,pressure cooker
فشار,"pressure, strain, press, stress, force, tension, tautness, undertow, voltage"
چشم بندي,"prestidigitation, conjuring"
شعبده,"prestidigitation, conjuring"
کوډ لوبه,"prestidigitation, conjuring"
مداري ګري,"prestidigitation, conjuring"
پرستېژ,"prestige, status"
برميالی,"prestigious, respected"
برمی,"prestigious, respected"
طلبګار,"pretender, suitor, one who makes a petition, plaintiff (Law), claimer, one who makes a claim or demand, claimant, contender, man who courts a woman, courter, wooer"
عقي,"pretentious, showy, vainglorious, ostentatious, histrionic, vain, empty, conceited, haughty"
طناز,"pretty, stylish, fashionable, tidy"
کنجن,"pretty, stylish, fashionable, tidy"
واکمني کول,"prevail, predominant, reign"
تعلل,"prevarication, tergiversation, frequent change of opinion, equivocation"
ممانعت کول,"prevent, impede, stop, forbid, prohibit, deter, hinder, preclude, stay"
جلوګيري,"prevention, prejudice, avoidance, obstacle, impediment, preclusion"
محافظتي,"preventive, safeguard, means of prevention, something used to avert an unwanted situation or event, pre-emptive, avoiding"
مخوېينه,"prevision, expectation, anticipation, foretelling, schedule, projection, prediction, augury"
پېشګويي,"prevision, expectation, anticipation, foretelling, schedule, projection, prediction, augury, vatic, pertaining to a prophet"
تعرفه,"price list, rate, tariff, term"
بيه,"price, cost, charge, prize, award"
جايزه,"price, cost, charge, prize, award"
درغواږ,"price, cost, charge, prize, award"
ښايځه,"price, cost, charge, prize, award, recompense, reward, payoff, reimbursement, repayment, requital, retribution, return"
بها,"price, cost, charge, prize, award, value, worth, merit, valor, goodness, costliness"
قيمت,"price, cost, charge, prize, award, value, worth, merit, valor, goodness, costliness"
چوخېدنه,"pricking, act of making small holes, act of piercing"
نېشدار,"prickly, spicy, peppery, piquant, keen, sharp, racy, smart, biting, quill, piquancy, spiciness, zest, thorn, prickle"
موڼل,pride oneself on something
وياړل,pride oneself on something
ښاڅل,pride oneself on something
سر لوړېدل,pride oneself on something
فخرکول,pride oneself on something
وياړ پرې کول,pride oneself on something
وياړل (پرې),pride oneself on something
ډډبډ کېدل,"pride oneself on, swell, inflate, fluff, belly, billow, billow out, bloat, bulge, distend, fill, puff out, strut, shoot a line"
خودي,"pride, vainglory, vainness"
وياړنه,"pride, vainglory, vainness"
وياړه,"pride, vainglory, vainness"
اټاټ,"pride, vainglory, vainness"
افتخار,"pride, vainglory, vainness"
ټونی,"pride, vainglory, vainness"
ډپ,"pride, vainglory, vainness"
ښاڅ,"pride, vainglory, vainness"
غرور,"pride, vainglory, vainness"
فخر,"pride, vainglory, vainness"
موڼی,"pride, vainglory, vainness"
وياړ,"pride, vainglory, vainness"
وياړنګ,"pride, vainglory, vainness"
مباهات,"pride, vainglory, vainness, glory, kudos, fame, praise, stardom, luster"
لوينه,"pride, vainglory, vainness, vanity, emptiness, haughtiness, conceit"
پادري,"priest, clergy, clergyman, clerk, parson, presbyter"
کشیش,"priest, clergy, clergyman, clerk, parson, presbyter"
کاهن,"priest, clergy, clergyman, clerk, parson, presbyter, fortune teller"
ملاګۍ,"priestess, female priest, female member of the clergy"
ابتدايي,"primary, elementary, preliminary election in which party candidates and leaders are chosen, initial, inceptive, original"
صدراعظم,"Prime Minister, premier minister"
لومړی وزير,"Prime Minister, premier minister"
لوی وزير,"Prime Minister, premier minister"
اميرزاده,"prince, lord"
شازاده,"prince, lord"
شاهزاده,"prince, lord"
شاهزوى,"prince, lord"
شاهزی,"prince, lord"
شهزاده,"prince, lord"
شازادګۍ,"princess, daughter of the king and queen"
شازادۍ,"princess, daughter of the king and queen"
شاهزادګۍ,"princess, daughter of the king and queen"
شاهزۍ,"princess, daughter of the king and queen"
شهزادګۍ,"princess, daughter of the king and queen"
شهزادۍ,"princess, daughter of the king and queen"
عمده,"principal, fundamental, leading, cardinal, central, close, foremost, main, prime, right, master, headmaster, provost, arch, princedom, in gross, loosely, substantially"
مخدوم,"principal, head, major, lord, master, teacher, schoolteacher, professor, instructor"
ماسټر,"principal, head, major, lord, master, teacher, schoolteacher, professor, instructor"
استاد,"principal, head, major, lord, master, teacher, schoolteacher, professor, instructor, mistress,"
اصلونه,"principes, ethics, fundamental, equity, creed"
مقررات,"principes, ethics, fundamental, equity, creed"
اصول,"principes, ethics, fundamental, equity, creed,"
مبادي,"principes, ethics, fundamental, equity, creed, elements, beginning, start, opening, first, debut, outbreak, inception, onset, outset"
پرنسيپ,"principle, standard"
ناموس,"principle, standard, honor, privilege, credit"
"اصلا""","principle, standard, origin, root, source, descent, parentage, rise, petrol, gas, spirit, essence, juice, gift, natural talent, part of a plant growing underground which anchors the plant and absorbs water and nutrients"
طبع کېدل,"print, publish"
مطبوع,"printed, produced by ink stamping, printed form, print"
چاپګر,"printer, print worker"
چاپوونکی,"printer, print worker, editor, publisher"
چاپخانه,"printing house, prinery"
چاپخونه,"printing house, prinery"
مطبعه,"printing house, prinery"
ټاپنځی,"printing house, prinery"
چاپځای,"printing house, prinery"
چاپځی,"printing house, prinery"
اوليت,"priority, seniority, precedence, preference"
ړومبيتوب,"priority, seniority, precedence, preference"
مخکېوالی,"priority, seniority, precedence, preference, anteriority"
لومړيتوب,"priority, seniority, precedence, preference, primacy, superiority, supremacy"
لومړيوالی,"priority, seniority, precedence, preference, primacy, superiority, supremacy"
اړم,"prise, lever"
دورسي,"prise, lever"
رافعه,"prise, lever"
اړمی,"prise, lever"
پره هی,"prise, lever"
جبل,"prise, lever"
خريز,"prise, lever"
دغری,"prise, lever"
ستنځی,"prison, jail, penitentiary, location where convicted criminals and people awaiting trial are confined"
نظارتخانه,"prison, jail, penitentiary, location where convicted criminals and people awaiting trial are confined"
صميميت,"privacy, intimacy, nearness, cordiality, geniality, warmth"
شرمځاي,"private parts, secret parts"
عورت,"private parts, secret parts"
امتياز لرونکی,"privileged, favored, select, privileged person, concessionaire, dealer"
اغلب,"probable, likely"
محتمل,"probable, likely"
احتمالي,"probable, likely,"
امتحاني,"probative, experimental, trial"
لانجمن,"problematic, troublesome"
خلتم,"proboscis, trunk, horn"
شونډک,"proboscis, trunk, horn"
رسم ګذشت تېرېدل,"process, pass, stream, display, show, pose"
دستورالعمل,"process, procedure, proceedings, method, way"
پروسه,"process, procedure, routine"
عمليه,"process, procedure, routine"
لوز نامه,"processed, adapted, treated, treatise, treaty, accord, pact, convention, compact, alliance, agreement, pledge"
لوظنامه,"processed, adapted, treated, treatise, treaty, accord, pact, convention, compact, alliance, agreement, pledge"
اعلاميه,"proclamation, announcement, declaration"
ډنډوره,"proclamation, announcement, declaration"
اعلام,"proclamation, announcement, declaration"
ځان غړول,"procrastinate, dodge, elude, equivocate, palter, shilly shally, shirk, shrink, evade, back down, flinch, ooze away, fend off, balk"
کالخوايي,"procuration, dealership, power of attorney, proxy, power to act of behalf of another person"
کفالتنامه,"procuration, dealership, power of attorney, proxy, power to act of behalf of another person"
وکالتليک,"procuration, dealership, power of attorney, proxy, power to act of behalf of another person"
بړواتوب,"procurement, procuring"
بړوا,"procurer, purchaser, cuckold, husband whose wife is unfaithful, deceived husband"
فضول خرڅ,"prodigal, improvidence, unsparing, liberal, squandering, improvident"
مسرف,"prodigal, improvidence, unsparing, liberal, squandering, improvident"
چټو و لړو,"prodigal, improvidence, unsparing, liberal, squandering, improvident"
خرڅي,"prodigal, improvidence, unsparing, liberal, squandering, improvident, generous, charitable, good hearted, lavish, open-handed, bountiful, ungrudging, warmhearted, quixotic, noble minded, handsome, genial, kindunselfish, open, squanderer, spendthrift, wasteful, extravagant, slatternly, bursar, spender, waster, wastrelthriftless"
لګښتي,"prodigal, improvidence, unsparing, liberal, squandering, improvident, generous, charitable, good hearted, lavish, open-handed, bountiful, ungrudging, warmhearted, quixotic, noble minded, handsome, genial, kindunselfish, open, squanderer, spendthrift, wasteful, extravagant, slatternly, bursar, spender, waster, wastrelthriftless"
بدخرڅه,"prodigal, improvidence, unsparing, liberal, squandering, improvident, squanderer, spendthrift, wasteful, extravagant, slatternly"
استحصالول,"produce, turn out, manufacture, generate, work, bring forward, grow, output, bring forth, cause, carry, bear, yield"
توليدوونکی,"producer, grower, maker"
حاصل ضرب,"product, produce, output"
رغاوه,"product, produce, output, creation, foundation, fantasy, designing, origination, establishing, setting up"
جاړ,"product, produce, output, harvest, crop, harvesting, gathering, increase, ingathering, yieldpurgative, purging substance, cathartic, laxative, cleansing, purifying the soul"
حاصل,"product, produce, output, production, generation, products, manufacture, growth, make, productivity, capacity, efficiency, yield, return"
استحصال,"production, generation, output, products, manufacture, growth, make, obtaining, getting, procurement, acquisition, attainment, addition"
توليد,"production, generation, output, products, manufacture, growth, make, reproduction, duplication"
توليداتي,productive
توليدي,productive
محصله,"productivity, capacity, efficiency, yield, output, returnschoolgirl, student"
حرفه,"profession, career, occupation, calling, vocation, craft, trade, work, job"
پېشه,"profession, career, occupation, calling, vocation, craft, trade, work, job, metier"
استادي,"professorate, professorship, office of professor"
پروفیسري,"professorate, professorship, office of professor"
فايده,"profit, advantage, fruitfulness, increase, gain, gaining, avail"
بچت,"profit, advantage, fruitfulness, increase, gain, gaining, avail"
مفاد,"profit, advantage, fruitfulness, increase, gain, gaining, avail"
منفعت,"profit, advantage, fruitfulness, increase, gain, gaining, avail"
اير,"profit, advantage, fruitfulness, increase, gain, gaining, avail,"
اوګه,"profit, advantage, fruitfulness, increase, gain, gaining, avail, benefice, income, benefit, favor, odds, plus, start, virtue, asset"
بهره,"profit, advantage, fruitfulness, increase, gain, gaining, avail, benefice, income, benefit, favor, odds, plus, start, virtue, asset"
برغه,"profit, advantage, fruitfulness, increase, gain, gaining, avail, benefice, income, benefit, favor, odds, plus, start, virtue, assetrevenue, yield"
نفع,"profit, advantage, fruitfulness, increase, gain, gaining, avail, favor, odds, benefit, plus, start, virtue, asset"
استفاده کول,"profit, benefit, avail, gain, thrive, utilize, employ, use, spend, take on, involve, indent, bestow"
بچتول,"profit, earn, make, gain, make profit, come off the best, benefit, get, acquire, save, reap"
مغتنم,"profitable, gainful"
ژورتيا,"profoundness, deepness, profundity, depth, hollowness"
کومۍ,"profoundness, deepness, profundity, depth, hollowness"
ژورتوب,"profoundness, deepness, profundity, depth, hollowness"
ژوروالى,"profoundness, deepness, profundity, depth, hollowness"
عمق,"profoundness, deepness, profundity, depth, hollowness"
برکتي,"profusely, galore,"
پار دودی,"program, agenda, schedule, scheme, project, deal, syllabus"
پروګرام,"program, agenda, schedule, scheme, project, deal, syllabus"
پرمخ تله,"progress, development, improvement, advancement, breakthrough, speed"
پرمخيون,"progress, development, improvement, advancement, breakthrough, speed"
مختګ,"progress, development, improvement, advancement, breakthrough, speed, expansion, growth, processing, developing, outgrowth, upgrowth"
مخته والی,"progress, development, improvement, advancement, breakthrough, speed, expansion, growth, processing, developing, outgrowth, upgrowth"
پرمختيا,"progress, development, improvement, advancement, breakthrough, speed, expansion, growth, processing, developing, outgrowth, upgrowth, promotion, preferment, process, progression, headway, ascent, career"
وړاندې تګ,"progression, progress, advance, improving, gradation, increasing"
ترقي,"progression, progress, advance, improving, gradation, increasing, promotion, advancement, preferment, process, headway, ascent, career"
پاز دودی,"progressive, liberal, advocating reform, one who supports political reform, one who supports advancement, one who advocates improvement and change"
ترقي پرور,"progressive, liberal, advocating reform, one who supports political reform, one who supports advancement, one who advocates improvement and change"
مختلونی,"progressive, liberal, advocating reform, one who supports political reform, one who supports advancement, one who advocates improvement and change"
پرمختګ کوونکی,"progressive, liberal, advocating reform, one who supports political reform, one who supports advancement, one who advocates improvement and change"
مترقي,"progressive, liberal, advocating reform, one who supports political reform, one who supports advancement, one who advocates improvement and change"
مخيونی,"progressive, liberal, advocating reform, one who supports political reform, one who supports advancement, one who advocates improvement and change"
پښه لنډول,"prohibit, ban, forbid, interdict, outlaw, taboo, debar"
لاس لنډول,"prohibit, ban, forbid, interdict, outlaw, taboo, debar"
منع کول,"prohibit, ban, forbid, interdict, outlaw, taboo, debar, banish, proscribe"
يمنول,"prohibit, ban, forbid, interdict, outlaw, taboo, debar, prevent, impede, stop, deter, hinder, preclude, stay, hunt, go gunning for, shoot, cast out, expel, chase away, dispel, get rid of, course, fence, drag, banish, hound out, oust"
نهي,"prohibition, interdict"
ممانعت,"prohibition, interdict, banning, forbidding, suppression"
تحريم,"prohibition, interdict, inhibition, restraint, repression of a psychological process, stopping or checking of the function of a bodily organ, writ sent from a higher court to a lower court halting legal proceedings, deprivation, deprival, privation, bereavement, derequisition"
ممنوعيت,"prohibition, interdict, proscription, banning, forbidding, suppression"
برجستګي,"projection, salient, sally, ledge, protrusion, spur, eminence, elevation, height, rise, knoll, highland"
پراژيکتور,"projector, floodlight, searchlight"
پروجکتور,"projector, floodlight, searchlight"
پرولتر,"proletarian, worker, commoner"
پرولېټر,"proletarian, worker, commoner"
پرولتاريا,"proletariat, working class, social class comprised of manual laborers"
پرولېټريټ,"proletariat, working class, social class comprised of manual laborers"
پرولوګ,"prologue, introduction"
غځول,"prolong, extend, lengthen, elongate, stretch, draw out, spread, couch, put out, stick out, thrust, be extended, spread out, stretch out, open out, expand, roll"
لوی پوهاند,prominent person
تنګوالى,"promiscuity, wantonness, licentiousness"
ميعاد,"promise, engagement, word, pledge, plight, undertaking, troth"
وعده,"promise, engagement, word, pledge, plight, undertaking, troth, appointment, rendezvous, meet, time, meeting, speech, talk, parole"
عهد,"promise, engagement, word, pledge, plight, undertaking, troth, commitment, involvement, connection, connexion, committing, joining, obligationrecognizance, bond, adherence, cultivation, entrustingbinding, covenant"
زومل,"promise, pledge, destine"
ژمنه کول,"promise, pledge, destine"
تعهد کول,"promise, pledge, destine"
قول ور کول,"promise, pledge, destine"
وعده کول,"promise, pledge, destine"
ژبه کول,"promise, pledge, destine, commit oneself, accept (responsibility), engage, get involved, take on, become entangled in"
معهود,"promised, fair"
موعود,"promised, fair"
ارتقا,"promotion, advancement, increase"
ترفيع,"promotion, advancement, increase"
پېشروي,"promotion, advancement, preferment, process, progression, headway, ascent, career"
پرمختګ,"promotion, advancement, preferment, process, progression, headway, ascent, career, progress, advance, improving, gradation, increasing"
زروالی,"promptitude, alacrity, speed, smartness"
تنفيذ,"promulgation, publication, enactment"
انفاذ,"promulgation, publication, enactment, application, appliance"
نومځری,"pronoun, (Grammar) word used to replace nouns and noun phrases"
ايرادول,"pronounce, say, sound, utter"
تلفظ,"pronouncement, pronunciation"
تبليغات,"propaganda, information spread in order to promote a particular goal"
پروپاګند,"propaganda, information spread in order to promote a particular goal"
تبليغ,"propaganda, information spread in order to promote a particular goal"
پروپاګندچي,"propagandist, one who spreads information in order to promote a particular goal"
تبليغول,"propagate, disseminate, spread"
اشاعت,"propagation, circulation, spread, pervasion, publishing, publication, issue, diffusion, spreading, distribution, broadcastingrelease, appearance, emersion"
انتشار,"propagation, circulation, spread, pervasion, publishing, publication, issue, diffusion, spreading, distribution, broadcastingrelease, appearance, emersion"
زننه,"propagation, reproduction, scattering, piping"
ځانګړنوم,proper noun
ځانګړی نوم,proper noun
املاک,property
ځمکه وال,property owner
پيغمبري,"prophecy, prediction, forecast"
پېغمبروالی,"prophecy, prediction, forecast"
پيغمبرتوب,"prophecy, prediction, forecast"
پيغامبر,"prophet, foreteller"
نبي,"prophet, foreteller,"
وقايوي,"prophylactic, means of prevention, preventative of disease"
حفظ ما تقدم,"prophylaxis, treatment for prevention"
وقايه,"prophylaxis, treatment for prevention, binding, bookbinding, cloth"
خون شریکي,"propinquity, blood relation"
تناسب,"proportion, rate"
نسبتأ,"proportionably, proportionally, correspondingly, comparatively"
نسبتي,"proportional, balanced, symmetrical"
خواستګاري,proposal for marriage
طلبګاري,proposal for marriage
وړانديز,"proposal, proposition, suggestion, offer, motion, instance"
پېشنهاد,"proposal, proposition, suggestion, offer, motion, instance, bid, tender, offering, proffer"
نثر,"prose, everyday style of writing, nonpoetic style of writing, common phrase, dull expression"
څارنوال,"prosecutor, procurator"
عروض,"prosody, study of poetic meter, metrical system, system for creating verses, metric, of the metric system, pertaining to the meter, of or pertaining to distance, composed in meter or verse (in poetry), metrics, theory of metrical composition (Poetry, Music)"
بدل مېچ,"prosody, study of poetic meter, metrical system, system for creating verses, metric, of the metric system, pertaining to the meter, of or pertaining to distance, composed in meter or verse (in poetry), metrics, theory of metrical composition (Poetry, Music)"
سمسورېدل,"prosper, thrive"
ښېرازېدل,"prosper, thrive"
بسيا کول,"prosper, thrive, satisfy, fulfill, gratify, please, instal, set up, induct, set, wire"
اباته اباتي,"prosperity, success"
اباتوالی,"prosperity, success"
آسانی,"prosperity, success"
بسياوالی,"prosperity, success"
بښګلوي,"prosperity, success, calm, peace, quiet, quietness, tranquillity, peacefulness, serenity, stillness, countenance, quiescency, ease"
آسوده حالي,"prosperity, success, comfort, cosiness, welfare"
ټاټنه,"prosperity, success, ease, affluence, fluency, fluidity, welfare, well being, comfort"
سمسور توب,"prosperity, success, fertility, fruitfulness, fat of the land, productivity, richness"
ښېرازي,"prosperity, success, growth, augmentation, development, increase, augment, concrescence, expanding, expansion, processing, developing, improvement, outgrowth, upgrowth"
ښېرازتوب,"prosperity, success, opulence, wealth, affluence"
بسياتوب,"prosperity, success, self-sufficiency, satisfaction, fulfilment, gratification, contentment, complacence, content"
پلېشته,"prostitute, person who provides sexual services for a fee"
کچنۍ,"prostitute, person who provides sexual services for a fee"
کنجرۍ,"prostitute, person who provides sexual services for a fee"
زلينه,"prostitute, person who provides sexual services for a fee"
شتاوه,"prostitute, person who provides sexual services for a fee"
ګډۍ,"prostitute, person who provides sexual services for a fee"
نوچۍ,"prostitute, person who provides sexual services for a fee"
بدلغامي,"prostitution, act of offering sexual services for a fee, act of selling sexual favors"
فاحشه ګري,"prostitution, act of offering sexual services for a fee, act of selling sexual favors"
کاسيري,"prostitution, act of offering sexual services for a fee, act of selling sexual favors"
کنچنیتوب,"prostitution, act of offering sexual services for a fee, act of selling sexual favors"
لولۍ توب,"prostitution, act of offering sexual services for a fee, act of selling sexual favors"
سجده,"prostration, exhaustion, act of lying flat on the ground, complete surrender, falling face down onto the ground"
څځله,"prostration, exhaustion, act of lying flat on the ground, complete surrender, falling face down onto the groundprostration, exhaustion, act of lying flat on the ground, complete surrender, falling face down onto the ground"
لاس پرې نیول,"protect, guard, defend, shelter, keep, cover, ensure, patronize, conserve"
بچ کول,"protect, guard, defend, shelter, keep, cover, ensure, patronize, conserve, save, salvage, rescue, salve, retrieve, redeem, bring through, economize, spare, set apart, lay up"
ژغور,"protection, defence, guard, insurance, shelter, fencing"
صيانت,"protection, defence, guard, insurance, shelter, fencing"
محافظه,"protection, defence, guard, insurance, shelter, fencing, conservatism, preservation, retention"
حفاظت,"protection, defence, guard, insurance, shelter, fencing, guardianship, custody, keeping, ward, watch, guarding"
ساتنه,"protection, defence, guard, insurance, shelter, fencing, guardianship, custody, keeping, ward, watch, guarding, conservatism, preservation, retention"
حمايه,"protection, defence, guard, insurance, shelter, fencing, safeguard, saving"
ژغروي,"protection, defence, guard, insurance, shelter, fencing, safeguard, saving"
ساتنګ,"protection, defence, guard, insurance, shelter, fencing, safeguard, saving, guardianship, custody, keeping, ward, watch, guarding"
زغړ,"protection, defence, guard, insurance, shelter, fencing, safeguard, savingsheltered, protected, covered, screened, secure, in a place of safety, free from danger"
حامي,"protective, defensive, preserving, protector, guardian, patron"
پناه ورکوونکی,"protective, defensive, preserving, protector, guardian, patron"
ولي,"protective, defensive, preserving, protector, guardian, patron"
ژغروی,"protective, defensive, preserving, protector, guardian, patron, caretaker, gatekeeper, watcher, porter, keeper, custodian, warden, attendant, janitor"
ساتندوى,"protective, defensive, preserving, protector, guardian, patron, caretaker, gatekeeper, watcher, porter, keeper, custodian, warden, attendant, janitor, conservative, curator, conservator"
تحت الحمايه,"protectorate, weak state that is protected and controlled by a stronger state"
ترحمايت لاندې,"protectorate, weak state that is protected and controlled by a stronger state"
نوغی نيول,"protest, expostulate, remonstrate, contest, question, appeal against, object, dispute, impugn, challenge, oppose, resist, disobey, dissent, conflict, criticize, censure, find fault, review, stricture, take apart, run down"
پروتست,"protest, protestation, outcry, remonstrance, furor"
پروتستان,"protestant, of the Protestant sect of Christianity, of the sect that separated from the Catholic Church during the Reformation, member of the Protestant sect of Christianity"
پروتوکول,"protocol, method of dealing with a certain subject, draft of a treaty, rules of behavior, standard for dealing with data transfer (Computers)"
پروتون,"proton, elementary particle in the nucleus of all atoms, elementary particle with a positive electrical charge"
پروتوپلاسم,"protoplasm, gelatinous or liquid material within a cell, cytoplasm and nucleus of a cell"
ليبوزه,"protuberance, part of the body that bulges outward (Medicine), projection"
لبوزی,"protuberance, part of the body that bulges outward (Medicine), projection"
سر (په لوړ),proudly
په هسکه غاړه,proudly
سترګې(سرې ),proudly
لوړه غاړه,proudly
مغرورانه,proudly
اثباتول,"prove, attest, demonstrate, show, substantiate, evince"
ثابتول,"prove, attest, demonstrate, show, substantiate, evince"
نشأت,"provenance, origin, source"
ضرب المثل,"proverb, saying"
متل,"proverb, saying"
سمبالول,"provide, equip, fit, furnish, set up, munition, prepare, activate, ready, draft, set, organize, dish, brew, get, fix, dress, make, think out, lay, train, groom, gear"
کاشکې,"provided that, provided"
ايالتي,"provincial, rustic, narrow-minded, resident of a province, resident of a rural town"
صوبائي,"provincial, rustic, narrow-minded, resident of a province, resident of a rural town"
ولايتي,"provincial, rustic, narrow-minded, resident of a province, resident of a rural town"
تدارک,"provision, supplying, purveyance, procurement, catering"
رس,"provision, supplying, purveyance, procurement, catering, provisions, stock, retainer, fee"
اذوقه,"provisions, stock, retainer, provision, fee"
تايه,"provisions, stock, retainer, provision, fee"
ذخيره,"provisions, stock, retainer, provision, fee"
چونډۍ,"provocation, incitement"
نغوته,"provocation, incitement"
نغوتنه,"provocation, incitement, listening, attempt hear something, act of paying careful attention to one who is speaking"
نغوتنګ,"provocation, incitement, listening, attempt hear something, act of paying careful attention to one who is speaking"
نغته,"provocation, incitement, motivation, prompting, abetment, agitation, instigation, inducement"
تومبار,"provocation, incitement, motivation, prompting, abetment, agitation, instigation, inducement"
ټوم,"provocation, incitement, motivation, prompting, abetment, agitation, instigation, inducement, advice, council, board, corporation, guidance, tip"
اګېيل,"provoke, induce, arouse, produce, occasion, procure, bring about, raise"
د تکارل,"provoke, induce, arouse, produce, occasion, procure, bring about, raise"
نغوتل,"provoke, induce, arouse, produce, occasion, procure, bring about, raise"
پارول,"provoke, induce, arouse, produce, occasion, procure, bring about, raise, incite, encourage, egg on, push on, prompt, exhort, spur, agitate, impel, motivate, interest, stir, urge on, foment, instigate"
ځان پرې موښل,"provoke, induce, arouse, produce, occasion, procure, bring about, raise, mock, jeer, mimic, imitate, scorn, ridicule"
تحريکول,"provoke, induce, arouse, produce, occasion, procure, bring about, raise, stimulate, encourage, motivate, rouse"
نژدېوالی,"proximity, nearness, closeness, adjacency, propinquity, vicinity, rapprochement, reconciliation"
نزديکت,"proximity, nearness, closeness, adjacency, propinquity, vicinity, relationship, relation, relatives"
قلمول,"prune, cut back, lop, shear off"
چنډل,"prune, cut back, lop, shear off"
ارغنج,"prune, dried plum"
غرغښتی,"prune, dried plum"
آلوچه,"prune, dried plum, plum, type of fruit, damson"
شاخه بري,"pruning, trimming branches from a tree"
سر کونګ,"pruning, trimming branches from a tree"
کا,"pruritus, itching, itchiness (Medicine)"
خارښت,"pruritus, itching, itchiness (Medicine)"
ګرګل,"pruritus, itching, itchiness (Medicine), itch, urge, scab, scabies, mange"
پم,"pruritus, itching, itchiness (Medicine), scab, scabies, mange"
تخلص,"pseudonym, pen name, name used by an author in place of his real name, pseudonymous, written under an assumed name"
مستعارنوم,"pseudonym, pen name, name used by an author in place of his real name, pseudonymous, written under an assumed name"
اروا درملنه,"psychiatry, branch of medicine dealing with the diagnosis and treatment of mental illnesses"
سايکاياټري,"psychiatry, branch of medicine dealing with the diagnosis and treatment of mental illnesses"
ارواسپړنه,"psychoanalysis, psychological teachings of Sigmund Freud, method for treating mental illness by studying unconscious mental processes"
روحیات څېړنه,"psychoanalysis, psychological teachings of Sigmund Freud, method for treating mental illness by studying unconscious mental processes"
سايکوانالسيس,"psychoanalysis, psychological teachings of Sigmund Freud, method for treating mental illness by studying unconscious mental processes"
ارواسپړاند,"psychoanalyst, person who practices psychotherapy according to the principles of Sigmund Freud"
ارواشناند,"psychoanalyst, person who practices psychotherapy according to the principles of Sigmund Freud"
نفسياتي,"psychological, of psychology, of the mind, of mental and emotional conditions"
اروا پوه,"psychological, of psychology, of the mind, of mental and emotional conditions, psychologist, expert in psychology, one who treats mental illnesses, one who studies mental processes"
ارواپوهنه,"psychology, study of the mind, study of human behavior, study of mental and emotional processes"
پسيکولوژي,"psychology, study of the mind, study of human behavior, study of mental and emotional processes"
روانشناسي,"psychology, study of the mind, study of human behavior, study of mental and emotional processes"
سايکالوجي,"psychology, study of the mind, study of human behavior, study of mental and emotional processes"
علم الروح,"psychology, study of the mind, study of human behavior, study of mental and emotional processes"
روحيات,"psychology, study of the mind, study of human behavior, study of mental and emotional processes"
سايکولوجي,"psychology, study of the mind, study of human behavior, study of mental and emotional processes"
نفسيات,"psychology, study of the mind, study of human behavior, study of mental and emotional processes"
