Word,Meaning
philanthropical,filantropis
philanthropist,kb. dermawan.
philanthropy,kb. (j. -pies) 1 hal cinta sesama manusia. 2 kedermawanan.
philatelic,ks. philatelis
philatelist,kb. pengumpul perangko.
philately,kb. pengumpulan perangko.
philharmonic,kb. orkes simfoni. -ks. yang berkaitan dengan orkes simfoni.
philippine,kb. orang Pilipina. -ks. Pilipina. P. Islands Kepulauan Pilipina.
philippines,kb. j. negeri  Pilipina.
philological,filologis
philologist,kb. ahli bahasa-bahasa.
philology,kb. ilmu bahasa-bahasa.
philosopher,"kb. filsuf, ahli filsafat."
philosophic,berfilsafat
philosophic(al),"ks. 1 berfilsafat, kefilsafatan. 2 filosofis, seperti filsuf. p. attitude sikap seorang filsuf."
philosophical,"falsafi, filosofis, filsafati"
philosophically,kk. secara filsafat
philosophize,kki. berfilsafat (about tentang).
philosophy,kb. (j. -phies) filsafat.
philter,"kb. obat pekasih, guna-guna untuk mendatangkan cinta."
phlebitis,kb. radang urat darah.
phlegm,"kb. 1 dahak, lendir. 2 sikap dingin/acuh-tak-acuh."
phlegmatic,ks. bersikap/berdarah dingin.
phlegmatically,kk. dengan lambat
phlox,kb. tanaman berbunga merah
phobia,"kb. penyakit ketakutan, fobi, gamang."
phoenix,burung dlm dongeng
phoey,kseru. Sl.: alaaah. P. to you ! Alaaaah kamu ini !
phon,kb. fon
phone,"kb.: telepon. -kkt., Inf.: menelpon."
phoned,kkt. menelpon. ditelpon
phoneme,kb. fonem.
phonemic,ks. fonemis.
phonemics,kb. ilmu fonemik.
phonetic,ks. fonetis.
phonetically,kk. secara fonetis
phonetics,kb. (ilmu) fonetik.
phoney,ks. lih PHONY.
phoning,kkt. menelpon. penelponan
phonograph,"kb. gramopon, pikap. p. needle jarum gramopon."
phonographic,ks. perekaman bunyi suara
phonological,fonologis
phonology,kb. fonologi.
phonon,kb. fonon
phony,"kb. kb. (j. -nies) Sl.: seorang palsu/lancung. -ks. Sl.: palsu, lancung. He's as p. as a three dollar bill Ia gadungan/palsu."
phosphate,kb. fosfat.
phosphor,kb. fosfor.
phosphorescence,kb. fosforesensi
phosphorescent,ks. pendar.
phosphoric,ks. p. acid asam fosfat.
phosphorous,ks. mengandung fosfor
phosphorus,kb. fosfor.
phot.,"[photograph] foto, potret, gambar."
photo,"kb. foto, potret.  -kkt. memotret."
photochemistry,kb. fotokimia
photocopied,kkt. membuat fotokopi. dibuat fotokopi
photocopier,kb. mesin fotocopy
photocopy,kb. (j. -pies) fotokopi. -kkt. (photocopied) membuat fotocopi.
photocopying,kkt. membuat fotokopi. pemfoto-copyan
photogenic,"ks. baik dalam potret, baik untuk dipotret."
photograph,"kb. potret,  foto, gambar. -kkt. memotret, mengambil potret. -kki. She photographs well Potretnya selalu baik."
photographed,kkt. memotret. dipotret
photographer,kb. juru/tukang potret.
photographic,ks. fotografis. p. memory ingatan yang sangat tajam.
photographically,menurut foto
photographing,kkt. memotret. pemotretan
photography,"kb. fotografi, pemotretan. color p. fotografi berwarna."
photogravure,kb. 1 klise foto. 2 pembuatan klise foto.
photomap,kb. peta yang dibuat dengan potret. -kkt. (photomapped) memetakan dengan potret.
photometer,kb. alat pengukur cahaya untuk pemotretan.
photometric,kb. fotometrik
photometry,kb. fotometri
photon,kb. satuan energi dalam cahaya
photosensitive,ks. peka cahaya
photostat,"kb. fotostat, fotocopi. -kkt. membuat fotostat."
photosynthesis,kb. fotosintesis.
phrasal,ks. berkenaan dengan ungkapan
phrase,"kb. 1 ungkapan, ucapan. 2 Gram.: kominasi/susunan kata-kata. 3 Mus.: bagian. -kkt. menyusun, mengutarakan (a sentence, utterance). -phrasing kb, penyusunan kata-kata."
phrasebook,kb. buku ungkapan-ungkapan.
phrased,kkt. mengutarakan. diutarakan
phraseology,"kb. (j. -gies) penyusunan kata-kata, cara menyatakan pikiran."
phrases,tutur-kata
phrasing,kkt. mengutarakan. pengutaraan
phrenetic,#NAME?
phrenology,kb. menilai dengan tengkorak
phthisis,"kb. tebese, penyakit paru-paru."
phyla,lih  PHYLUM.
phylactery,kb. rumbai
phylogeny,kb. sejarah evolusi suatu ras
phylum,kb. (j. phyla) pembagian/pentarafan yang pertama daripada jenis binatang dan tumbuh-tumbuhan.
physic,kb. obat urus-urus.
physical,kb. pemeriksaan badan. -ks. 1 jasmani(ah). 2 fisik/ragawi. -physically kk. dengan tenaga jasmani/badaniah.
physical education,kb. pendidikan jasmani
physically,"scr jasmani, menurut hukum alam"
physician,"kb. dokter, tabib."
physicist,kb. ahli ilmu fisika.
physics,kb. ilmu alam/fisika.
physiognomy,kb. (j. -mies) ilmu firasat.
physiological,ks. fisiologis. p. chemistry kimia hayat.
physiologist,kb. ahli fisiologi
physiology,"kb. (j. -gies) fisiologi, ilmu fa'al alat tubuh. plant p. ilmu fa'al tumbuh-tumbuhan."
physiotherapist,"kb. ahli pengobatan badan (dengan pijat, gerak badan dsb)."
physiotherapy,"kb. fisioterapi, pengobatan badan."
physique,"kb. badan, bentuk badan, perawakan."
pi,kb. pi (22:7)
pianissimo,kb. gerakan yang sangat lembut
pianist,"kb. pemain piano, pianis."
piano,kb. piano. p. bench/stool bangku piano. p. key mata/tuts piano. p. tuner tukang setem piano.
piazza,kb. piazza (serambi)
pica,kb. (huruf) pika.
picaresque,ks. berkenaan dengan bajingan
picayune,"ks. remeh, kecil. p. remarks ucapan-ucapan yang remeh."
piccolo,"kb. pikolo, semacam suling."
pick,"kb. 1 beliung. 2 yang terbaik. -kkt.  1 memetik (cherries). 2 memilih (the best student). 3 mencungkil, menusuk (o's teeth). 4 membului (a chicken). 5 membuka (a lock). 6 memihak (sides). 7 mencopet (a pocket). 8 mengupil/mengorek (o's nose)."
pick up,"memungut, mengangkat, menggapit, memunguti, jemput"
pickaback,"kk. dukung, gendong. to carry p. mendukung, menggendong."
pickax(e),"kb. beliung, pangkur."
pickaxe,kb. beliung
picked,terpilih
picker,"kb. pemetik, pemungut."
pickerel,kb. sejenis ikan air tawar
picket,kb. kb. 1 tiang pancang (fence). 2 petugas serikat sekerja yang mengawasi pemogokan. 3 barisan penjagaan. -picketing kb. mencegah orang yang ingin menjalankan tugas sewaktu diadakan pemogokan.
picketed,kkt. menjaga. dijaga
picketing,kkt. menjaga
picking,"pemetikan, pemungutan"
pickle,"kb. acar, asinan, asam-asaman. Inf.: I'm in a p. Saya dalam kesulitan. -kkt. mengawetkan. -pickled ks. 1 yang diasamkan. p. beets sejenis umbi-umbi yang diasamkan. 2 Sl.: mabuk."
pickled,kkt. mengawetkan. diawetkan;mabuk
pickling,pengasinan
pickpocket,kb. tukang copet.
pickup,"kb. 1 yang benar-benar menyegarkan (of a cocktail). 2 pikap (of a phonograph). 3 Auto.: gerobak/truk pikap. 4 pengambilan, pengangkatan (of mail). -ks. seadanya."
picky,ks. Inf.: berpilih-pilih.
picnic,"kb. piknik, tamasya, darmawisata, bepergian untuk bersenang-senang. -kki. (picnicked) berpiknik, bertamasya."
picnicked,lih  PICNIC.
picnicker,"kb. peserta piknik, darmawisatawan."
pictograph,kb. huruf gambar
pictographic,ks. huruf gambar
pictorial,kb. majalah bergambar. -ks. bergambar.
picture,kb. 1 gambar (of a person). 2 gambaran (of the facts). 3 keadaan. 4 pilem. 5 contoh. -kkt. 1 menggambarkan. 2 membayangkan.
pictured,tergambar
picturesque,ks. indah (seperti dalam lukisan).
picturesquely,kk. seperti lukisan
picturesqueness,kb. sesuatu yang indah
picturing,kkt. menggambar. penggambaran
piddling,"ks. remeh, kecil, tak berarti."
pidgin,kb. p. English Bahasa Inggeris Pasaran.
pie,kb. (kue) pastei. apple p. pastei apel. Sl.: as easy as p. mudah sekali.
piebald,ks. belang (of a horse).
piece,"kb. 1 potong(an). 2 buah. 3 lagu. 4 artikel. 5 lempeng(an). 6 bagian. 7 satuan. 8 kutipan, tukilan, nukilan. 9 sedikit. -pieces j. potongan-potongan."
pieced,kkt. menambah. ditambah
piecemeal,"kk. sedikit demi sedikit, satu demi satu."
piecework,kb. pekerjaan yang dibayar menurut hasil yang dikerjakan.
piecing,kkt. menambah. penambahan
pied,belang
pier,kb. dermaga.
pierce,"kkt. 1 menembus (of a needle, screams). 2 menyerbu. 3 menusuk. -piercing ks. tajam-menusuk (of eyes, screams)."
pierced,"kebobolan, berbolong-bolong"
piercer,kb. orang atau sesuatu yang menusuk
piercing,"lantang, pembobolan"
piercingly,kk. dengan tajam
pietism,kb. kesalehan yang berlebih-lebih
piety,"kb. (j. -ties) kesalehan, kealiman."
piffle,omong kosong
pig,kb. 1 baby. 2 vulg.: polisi.
pigeon,"kb. burung dara/merpati, punai. clay p. merpati dari tanah liat. pigeon-toed ks. dengan empu kaki menghadap kedalam."
pigeonhole,"kb. kotak dalam meja tulis. -kkt. menyimpan, mendep."
piggery,kb. rakus seperti babi
piggish,ks. rakus seperti babi.
piggy,kb. (j. -gies) anak babi yang kecil. p. bank tabungan (yang kadang-kadang berbentuk anak babi).
piggyback,"kk. dukung-dukungan, (naik) kuda-kudaan."
pigheaded,"keras kepala, kepala batu"
piglet,kb. anak babi
pigment,"kb. zat warna, pigmen."
pigmentation,kb. pewarnaan pigmen.
pigpen,kb. kandang babi.
pigskin,kb. 1 kulit babi. 2 bola (football).
pigsty,kb. kandang babi.
pigtail,"kb. kucir, rambut tancang."
pike,"kb. 1 tombak, seligi. 2 semacam ikan. 3 lih  TURNPIKE."
piked,ks. runcing
piker,kb. Sl.: orang yang kikir.
pikestaff,kb. gagang tommbak/tongakat
pilaster,kb. pilar empat persegi
pilchard,ikan laut kecil
pile,"kb. 1 gundukan, tumpukan (of stones, snow, sand, books). 2 tiang. 3 onggokan (of wood). 4 Phys.:  kesatuan. 5 lapisan. -piles j. bawasir.-piling kb. jojol, embarau, tiang pancang."
piled,kkt. menimbun. ditimbun
piles,ambeien
pilfer,"kkt. menimpa,  menyerobot, pencuri. pilfered goods barang-barang timpaan. -pilfering kb. pencurian kecil-kecilan, pencopetan."
pilferage,"kb. 1 pencurian, penyerobotan. 2 barang-barang curian."
pilfered,kkt. menyerobot. diserobot
pilferer,"kb. pencuri secara kecil-kecilan, pencopet."
pilfering,kkt. menyerobot. penyerobotan
pilgrim,kb. 1 haji (Mekkah). 2 peziarah (ke kuburan).
pilgrimage,kb. 1 naik haji. 2 ziarah.
piling,kkt. menimbun. tiang pancang
pill,"kb. pil, pel. 2 (birth control) pil pencegah kehamilan. 3 Sl.: orang yang tak menyenangkan."
pillage,"kb. penjarahan. -kkt. menjarah, merampas. -pillaging kb. perampasan, perampokan, pembajakan."
pillaged,kkt. merampas. dirampas
pillager,kb. penjarah.
pillaging,"peralahan, penggarongan"
pillar,"kb. 1 tiang. 2 bubungan, kepulan (of smoke). 3 sokoguru, sendi. 4 rukun."
pillared,kk. dengan tiang-tiang
pillbox,kb. 1 kotak pil. 2 Mil.: gardu pertahanan.
pillion,"boncengan sepeda motor, tempat duduk blk penung-"
pilloried,kkt. mempermalukan. dipermalukan
pillory,"kb. (j. -ries) tiang tempat menghukum orang didepan umum. -kkt. membikin malu orang, menghina orang dimuka umum."
pillow,"kb. bantal. -kkt. membantali, meletakkan, mengalasi (s.o.'s head in o's lap)."
pillowcase,kb. sarung bantal
pillowease,kb. sarung bantal.
pillowed,kkt. mengalasi. dialasi
pillowslip,kb. sarung bantal.
pilot,"kb. 1 pilot, penerbang. 2 pandu, mua(l)lim. -kkt. 1 mengemudikan (plane, ship). 2 menuntun. -piloting kb. 1 pekerjaanmengemudi. 2 ilmu pelayaran laut atau navigasi udara."
piloted,kkt. mengemudikan. dikemudikan
piloting,kkt. mengemudikan. pengemudian pesawat
pimento,kb. bumbu cengkeh. p. cheese keju berbumbu cengkeh.
pimiento,kb. =  PIMENTO.
pimp,"kb. 1 alku, mucikari, jaruman, germo. 2 calo. -pimping kb. penggermoan."
pimpernel,"kb. tanaman berbunga merah,biru"
pimping,kb. penggermoan
pimple,kb. jerawat. to break out with pimples timbul bintil-bintil.
pimpled,ks. berjerawat
pimply,ks. berjerawat (on a face).
pin,"kb. 1 peniti. 2 lencana. -kkt. (pinned) 1 menyematkan (a dress). 2meletakkan, menggantungkan. 3 menjepit."
pinafore,kb. 1 alas dada anak-anak. 2 pakaian luar untuk bekerja/bermain.
pinball,kb. p. machine main jackpot.
pincer,catut
pincers,"kb., j. sepit, penyepit (of lobster, crab). a pair of p. sepasang sepit. Mil.: p. movement gerakan menjepit/pengguntingan."
pinch,kb. 1 cubitan. 2 jemput. -kkt. 1 mencubit. 2 menjepit (o's feet). 3 Sl.: menangkap (s.o. for speeding). 4 Sl.: mencopet (the goods of others). -pinched ks. 1 kurus (of face). 2 kurang. -pinching kb. jepitan.
pinched,gentas
pinching,kb. jepitan
pinchpenny,"kb. (j. -nies) Inf.: orang kikir. -ks. kikir, sangat hemat."
pincushion,kb. bantal peniti.
pine,"kb. cemara, eru. p. cone kerucut pohon cemara."
pineal,kk. berbentuk kerucut (peniti)
pineapple,"kb. nanas, nenas."
pined,kkt. merana
pinfeather,kb. bulu halus-halus.
ping,"kb. ting (sound of bullet).  Ping-pong kb. tenis meja, pingpong."
ping pong,kb. tenis meja
pinhead,kb. 1 kepala peniti. 2 Sl.: orang bodoh.
pinhole,kb. lobang peniti
pining,kb. keadaan merana.
pinion,kb. ujung sayap. -kkt.  mengikat tangan sehingga tak terpakai. to p. s.o's arms to sides mengikatkan tangan/lengan seseorang pada pinggirannya/sisinya.
pinioned,kkt. mengikat tangan
pink,kb.  1 merah muda. 2 Inf.: simpatisan komunis. -ks. merah muda. to turn p. menjadi merah muda. p. slip surat pemberhentian/pemecatan.
pinkeye,kb. penyakit mata yang menular.
pinkie,"kb. jari, kelingking."
pinking,ks. bergerigi
pinkish,"ks. agak merah muda, kemerah-merahan."
pinko,"kb. Sl.: simpatisan komunis, orang kiri."
pinky,kb. jari kelingking
pinnacle,kb. puncak.
pinnate,ks. berdaun muda pada tangkai
pinned,menyematkan
pinning,kkt. menyematkan
pinpoint,kkt. menunjukkan sesuatu dengan tepat.
pinpointed,kkt. menunjuk dengan tepat. ditunjuk dengan tepat
pinpointing,kkt. menunjuk dengan tepat. penunjukan yang tepat
pinprick,kb. cocokan peniti.
pinstripe,kb. 1 garis-garis halus. 2 pakaian bergaris-garis.
pint,"kb. takaran Inggris (0.568 liter). pint-size(d) ks. kecil, kerdil."
pintsized,ks. kerdil
pinup,kb. Inf.: gambar gadis cantik (untuk digantung di dinding).
pinworm,kb. cacing kerawit.
piny,ks. penuh dengan pohon cemara
pioneer,"kb. pelopor, perintis (jalan), pionir. -kkt. memelopori.  -kki. merintis jalan (in dalam)."
pioneered,kkt. memelopori. dipelopori
pioneering,perintisan
pious,"ks. saleh, alim."
piously,kk. dengan penuh iman
pip,kb. 1 biji. 2 Sl.: yang istimewa. My girl is really a p. Gadisku betul-betul seorang yang istimewa.
pipe,"kb. 1 pipa. 2 pipa cangkelong, uncui. 3 buluh-buluh, pembuluh. 4 Mus.: semacam suling. -kkt. 1 menyalurkan dengan pipa (water into a building). 2 menyalurkan (music into a room). 3 menyerukan. -piping kb. 1 pipa-pipa, pipa selokan. 2 bis, jalur."
piped,kkt. mempipakan. dipipakan
pipeful,kb. sepipa penuh.
pipeline,kb. 1 pipa saluran. 2 Inf.: saluran (used by reporters)
piper,kb. pemain musik tiup. to play the p. menanggung akibat.
pipestem,kb. tangkai pipa.
pipette,kb. pipet.
piping,"panjang pipa saluran, melengking"
pippin,kb. sejenis buah apel
pipsqueak,kb. Sl.: orang sepele.
piquancy,"kepedasan, kesedapan"
piquant,ks. 1 menarik. 2 (of food) pedas.
pique,"kb. kekesalan, kejengkelan.  to say s.t in a fit of p. mengatakan sesuatu dalam  keadaan kesal. -kkt. mengesalkan, menjengkelkan. She was piqued by.... Dia kesal karena."
piqued,kesal
piquet,kb. permainan kartu dua orang
piracy,"kb. (j. -ties) pembajakan, perompakan."
pirate,"kb. bajak laut, peompak, lanun. p. radio station radio gelap. -kkt. 1 membajak (a ship). 2 menerbitkan buku-buku tanpa izin penerbitnya/penulisnya. -pirating  pembajakan (of a book)."
pirated,kkt. membajak. dibajak
piratical,ks. bajak laut
pirating,kkt. membajak. pembajakan
pirouette,"kb. putaran, kisaran. -kki. berputar-putar diatas kaki."
pirouetted,kkt. berjingkat sambil berputar
pirouetting,kkt. berjingkat sambil berputar. gerakan berputar
piss,kencing
pissed,ks. sangat mabuk
pistachio,kb. semacam buah kenari hijau.
pistil,kb. putik.
pistol,"kb. pestol, pistol. to pistol-whip memukul dengan pistol"
piston,"kb. kodok-kodok, pengisap, seher. p. ring ring seher."
pit,"kb. 1 lubang. 2 terowongan, lubang (of a mine). 2 ruang bawah di gedung konser. 3 biji. -kkt. (pitted) 1 mengadu (o's strength, two cocks). 2 Fruit : menghilangkan biji  (pada buah-buahan). -pitted ks. berbintik-bintik (of the face)."
pitapat,kb. derai (of rain on the window). -kk. to go p. berdebar-debar (of the heart).
pitch,"kb. 1 bubungan, puncak (of roof). 2 ter. 3 Mus.: pola titinada. 4 lemparan (bola). 5 gerak maju baling-baling. pitch-black ks. hitam pekat/kelam. pitch-dark ks. gelap gulita, gelap pekat. -pitching kb. 1 anggukan (of a boat, ship). 2 pelemparan."
pitch-black,ks. hitam pekat
pitchblende,kb. bijih-bijih uranium.
pitched,kkt. melemparkan. dilemparkan
pitcher,"kb. 1 kendi, buyung, bocong. cream p. tempat/kendi susu. 2 Sport : pelempar (bola)."
pitcherful,kb. sekendi.
pitchfork,kb. garpu rumput.
pitching,anggukan
piteous,"ks. memilukan, menyedihkan."
piteously,kk. dengan mengibakan
pitfall,"n. perangkap, lubang perangkap"
pith,"kb. 1 inti, sari, intipati, intisari. 2 sum-sum. p. helmet topi pandan/gabus/prop."
pithead,kb. pintu terowongan tambang.
pithily,dgn penuh arti/ringkas
pithy,"ks. 1 ringkas dan tajam (of a remark). 2 banyak inti/biji (of a tangerine, orange)."
pitiable,"ks. yang menimbulkan belas kasihan, menyedihkan."
pitied,lih  PITY.
pities,lih PITY.
pitiful,"ks. tidak memuaskan, menyedihkan."
pitifully,kk. dengan mengibakan
pitiless,"ks. kejam, bengis."
pitilessly,kk. tanpa ampun
pits,kb. isi tulang
pittance,kb. sedikit sekali.
pitted,ks. berbintik bintik
pitterpatter,kb. ketipak-ketipuk.
pittypat,#NAME?
pituitary,ks. p. gland kelenjar dibawah otak.
pity,"kb. (j. -ties) kasihan, sayang. -kkt. mengasihani. -pityingly kk. dengan berbelas kasihan."
pitying,kkt. mengasihani
pityingly,dengan berbelas kasihan
pivot,"kb. poros, pasak, paksi, sumbu. -kki. berputar."
pivotal,ks. sangat penting.
pivoted,kkt. berputar
pivoting,kkt. berputar
pixel,kb. pixel
pixie,peri kecil
"pixie, pixy","kb. (j. -xies) peri, dewi."
pizzicato,kb. musik yang bersemangat
pk.,"1[peck] ukuran barang-barang kering (hampir 8 liter). 2 [package] paket, bungkusan, bingkisan. 3 [park] taman."
pkg.,"[package]  paket, bungkusan, bingkisan."
pkw.,[Parkway] jalan raya.
pl.,1 [plural] jamak. 2 [place]  jalan kecil.
placard,kb. plakat.
placate,"kkt. mendamaian, menenteramkan."
placated,kkt. mendamaikan. didamaikan
placating,kkt. mendamaikan. pendamaian
place,"kb. 1 tempat. 2 tempat tinggal. 3 jabatan. 4 bagian. 5 tingkat. 6 urusan, wewenang. 7 kedudukan ."
placebo,kb. kematian
placed,kkt. menempatkan. ditempatkan
placeman,kb. pencari jabatan
placement,kb. 1 penempatan. p. office kantor penempatan tenaga. 2 tingkat(an). p. test ujian tingkat.
placenta,"kb. (j. -tae/-tai/, -tas) ari-ari, tembuni, uri."
places,"j. angka-angka. -kkt. 1 menempatkan (a guard at, students in). 2 meletakkan. 3 memasukkan (on order, a child in school). 4 mengenakan (a duty, tax). 5 menetapkan. 6 kenal. 7 menduduki. 8 menyerahkan."
placid,ks. tenang.
placidity,ketenangan
placidly,dgn tenang
placing,pembubuhan
placket,kb. lubang pada pakaian wanita
plagiarism,"kb. penjiplakan, plagiat."
plagiarist,"kb. penjiplak, plagiator."
plagiarize,kkt. menjiplak.
plague,"kb. 1 wabah. 2 (penyakit) pes. 3 gangguan. -kkt. menggoda, mengganggu. plague-stricken ks. terserang wabah (of a village)."
plagued,kkt. menggoda. digoda
plaguing,kkt. menggoda. godaan
plaice,ikan laut yg pipih
plaid,kb. kain (wol) yang berpetak-petak.
plain,"kb. 1 daratan. 2 dataran, tanah datar. -ks. 1 sederhana. 2 biasa. 3 terang, jelas. 4 kurang menarik (girl). plain-spoken ks. suka berterus-terang. -plainly kk. 1 dengan sederhana. 2 dengan terus terang."
plainclothesman,kb. (j. -men) detektip atau polisi (yang berpakaian orang biasa).
plainly,dengan sederhana
plainness,kb. kesederhanaan.
plaint,kb. keluhan.
plaintiff,"kb. penggugat, penuntut."
plaintive,"ks. sayu, sedih."
plaintively,kk. dengan menyedihkan
plait,kkt. menjalin.
plaited,teranyam
plaiting,penganyaman
plan,kb. 1 rencana. 2 perencanaan. -kkt. (planned) 1 merencanakan (a party). 2 bermaksud. -kki. membuat rencana. 2 mengharapkan. -planned ks. berencana. -planning kb. perencanaan
planchette,kb. papan kecil dengan dua roda
plane,"kb. 1 pesawat terbang. 2 Carp.: penerah, pengetam. 3 taraf. 4 latar, bidang. -kkt. menarah (wood). -kki. Av.: naik pesawat terbang."
planed,bertarah
planeload,kb. sepesawat terbang penuh.
planes,deru
planet,"kb. planit, bintang siarah."
planetarium,kb. tempat pertunjukan jalan bintang-bintang.
planetary,ks. dari atau berhubungan dengan planit.
plangent,ks. bergemuruh
planing,kkt. naik pesawat terbang
plank,kb. 1 papan. 2 Pol.: bagian penting. -kkt. to p. down 1 menaruh atau meletakkan dengan kekuatan (a book). 2 Inf.: membayar sekaligus.
planking,kkt. menutup dengan papan
planned,terencana
planner,"kb. ahli rencana, perencanaan."
planning,"tataan, perencanaan"
plant,"kb. 1 tanam-tanaman, tumbuh-tumbuhan. 2 pabrik. 3 gedung-gedung, bangunan-bangunan. (of an institution). 4 para pekerja. 5 Sl.: mata-mata/orangnya/antek polisi. -planting kb. penanaman."
plantain,kb. pisang raja (untuk dimasak).
plantation,kb. perkebunan.
planted,kkt. menanam. ditanam
planter,kb. 1 penanam. 2 pemilik/pengusaha perkebunan.
plantigrade,kb. binatang yang berjalan memakai seluruh tapak k
planting,penanaman
plaque,"kb. tanda peringatan, (logam) piagam."
plash,kb. bunyi air
plasm,kb. plasma darah
plasma,kb. plasma.
plaster,"kb. plester, gips. -kkt. 1 memlester, menurap, melepa (a wall). 2 meliputi. -plastered ks. Sl.; mabuk. -plastering kb. 1 penurapan. 2 lapisan plester, plesteran."
plasterboard,kb. eternit.
plastered,kkt. memplester. diplester;mabuk
plasterer,kb. tukang plester.
plastering,plesteran
plastic,kb. plastik. p. cup mangkuk plastik.
plasticity,"kb. keliatan, kekenyalan."
plastron,"kb. pakaian penutup dada yang dibuat dari kulit, b"
plate,"kb. 1 piring. 2 gambar (in a book). 3 pelat (of a camera). 4 Tooth : tambalan gigi. -kkt. melapisi, menyepuh (with silver dengan perak). -plated ks. berlapis."
plateau,"daratan tinggi, tanah tinggi"
plated,berlapis
plateful,kb. sepiring penuh. a p. of rice sepiring penuh nasi.
platen,kb. silinder atau rol mesin tulis.
plateu,"kb. 1 dataran tinggi. 2 masa stabil, taraf tanpa kemajuan (dalam pelajaran)."
platform,"kb. 1 panggung, podium. 2 peron (station). p. ticket karcis peron.3 Pol.: program partai."
plating,kkt. menyepuh. penyepuhan
platinum,"kb. platina, mas kodok/putih. p. blond orang yang berambut pirang seperti platina."
platitude,kb. kata-kata hampa/basi.
platonic,ks. p. love cinta yang bersifat persaudaraan.
platoon,kb. peloton.
platter,kb. 1 piring yang besar. 2 Mus.: Sl.: piringan hitam.
plaudit,tepuk tangan applause
plaudits,"kb., j. sorak pujian, tepuk tangan."
plausibility,kb. hal  yang masuk akal.
plausible,ks. masuk akal.
plausibly,kk. secara masuk akal/jujur
play,"kb. sandiwara, lakon. 2 Auto.: longgar pasamgan (in a wheel). 3 giliran. 4 permaianan (of lights).  -kki. 1 bermain-main. 2 main. 3 bertanding. play-off kb. pertandingan, penentuan."
play a part,kkt. memegang peranan
play the clown,membanyol
playable,ks. dapat dimainkan.
playback,kb. memainkan/permainan kembali.
playboy,kb. Inf.: laki-laki yang suka bermain perempuan.
played,kkt. main. dimainkan
player,kb. pemain. 2 penjudi. p. piano piano otomatis.
playfellow,kb. teman bermain
playful,ks. suka bermain/melucu.
playfully,kk. dengan jenaka
playgoer,kb. penonton sandiwara.
playground,kb. tempat bermain. lapangan permainan.
playgroup,kb. kelompok bermain
playhouse,kb. 1 Thea.: gedung komidi. 2 taman bermain anak-anak.
playing,petikan
playmate,kb. kawan bermain/sepermainan.
playpen,"kb. bok(s), tempat anak-anak kecil bermain-main."
playroom,kb. kamar (untuk) bermain.
plaything,kb. alat permainan.
playtime,kb. waktu untuk bermain
playwright,"kb. dramawan, pengubah sandiwara."
plaza,kb. alun-alun.
plea,"kb. 1 permohonan, permintaan. 2 Law : pembelaan, dalih."
plead,"kkt. (pleaded atau pled) 1 membela, mengadakan pembelaan. 2 membuat dalih/alasan (poverty, bankruptcy). 3 mengaku, menjawab (bersalah). 4 meminta/memohon dengan sangat. -pleading kb. pembelaan, permohonan. -pleadingly kk. dengan permohonan."
pleaded,kkt. membela. dibela
pleader,kb. 1 pemohon. 2 pembela.
pleading,pembelaan
pleadingly,dengan permohonan
pleasant,"ks. menyenangkan, sedap. p. breeze angin sepoi-sepoi yang lembut. -pleasantly kk. senang."
pleasantly,kk. senang
pleasantness,keenakan
pleasantry,"kb. (j. -ries) olok-olok, sendagurau."
please,"kkt. menyenangkan (hati).  -kki. 1 silakan. 2 tolong. 3 -lah. -pleased ks. senang, puas.  -pleasing ks. menyenangkan."
pleased,"puas, berkenan"
pleasing,kkt. memuaskan
pleasurable,"ks. yang menyenangkan (experience, occasion)."
pleasurably,kk. dengan menyenangkan
pleasure,"kb. kesenangan. pleasure-loving ks. suka/senang pelesir, suka bersenang-senang/berfoya-foya."
pleat,kb. lipatan. -kkt. melipat. pleated skirt rok yang berlipat/berlipit.
pleated,berlipat
pleb,kb. rakyat jelata
plebe,"kb. cama, plonco."
plebeian,"ks. kampungan, kurang halus, udik."
plebiscite,kb. plebisit.
plectrum,kb. mandolin/alat pemetik gitar
pled,lih  PLEAD.
pledge,"kb. janji, cagar, ikrar.  -kkt. menjanjikan (a donation). 2 berjanji."
pledged,kkt. berjanji. dijanjikan
pledging,kkt. berjanji. perjanjian
plen.,[plenipotentiary] berkuasa penuh.
plenary,"ks. paripurna, pleno. p. session sidang paripurna. p. power kekuasaan/mandat penuh."
plenipotentiary,ks. yang berkuasa penuh. ambassador p. dutabesar yang berkuasa penuh.
plenitude,ks. melimpah ruah (penuh)
plenteously,kk. dengan berlimpah-ruah
plentiful,ks. berlimpah-limpah.
plentifully,kk. dengan berlimpah
plenty,kb. banyak. p. of money banyak uang. -ks. cukup. -kk. Inf.: cukup.
pleonasm,kb. pleonasme
pleonastic,"ks. yang berlebih-lebihan, bertele-tele, pleonastis, mubazir."
plethora,"kb. kebanyakan, berlebih-lebihan.  a p. books buku-buku yang kebanyakan."
pleura,kb. selaput dada
pleural,kb. membran tenggorokan
pleurisy,"kb. radang selaput dada, birsam."
plexus,kb. pembuluh darah
pliable,"ks. 1 lembut, lunak (of character). 2 suka melentur (of leather)."
pliant,ks. liat.
plied,lih  PLY.
pliers,"kb., j. tang, gegep, cunam, catut, penyepit."
plight,"kb. keadaan (buruk, jelek, sedih). in a sad p. dalam keadaan yang menyedihkan. -kkt. berjanji."
plinth,alas tiang
