Word,Meaning
شريحة لحم,"{n.} cutlet, steak"
شريحة لحم بدون عظم,{n.} rib eye steak
شريحة لحم بقر,{n.} beefsteak
شريحة لحم سويسرية,{n.} swiss steak
شريحة لحم فيليه,{n.} filet steak
شريحة لحم مقطعة,{n.} chopped steak
شريحة لحم مقلية,{n.} pan fried steak
شريحة لحم من الخاصرة عند عظمة التي,{n.} t bone steak
شريحة مستديرة,{n.} slice
شريحة من لحم الخنزير,{n.} rasher
شريحة من لحم الضأن,{n.} mutton chop
شريد,{adj.} houseless
شرير,"{adj.} evil, ill, black hearted, black, diabolical, malicious, malign, spiteful, wicked, diabolic, unholy, sinister, nasty, bad, iniquitous, naughty, rude, vicious, dark, maleficent, reprobate, rascally, rogue, roguish"
شرير,"{n.} devil, sinner, malefactor"
شرير جدا,{adj.} felonious
شريط,"{n.} band, tape, ribbon, strip, stripe, streak, bar"
شريط التسجيل,{n.} recording tape
شريط الحذاء,"{n.} shoelace, shoestring, tab, tag"
شريط الربط,{n.} tape
شريط الزينة,{n.} tape
شريط القياس مترح,{n.} tape measure
شريط المنتهى,{n.} tape
شريط تسجيل,{n.} tape
شريط حرير,{n.} ferret
شريط ذاكرة,{n.} memory stick
شريط ذراع,{n.} arm band
شريط رابط,{n.} ligature
شريط زينة,{n.} lace
شريط سينمائي,"{n.} kinescope, celluloid, movie, picture"
شريط على الكم دال للرتبة العسكرية,{n.} stripe
شريط فديو,{n.} tape
شريط فيديو,{n.} videotape
شريط قياس للخياطة,{n.} tape
شريط كاسيت,{n.} cassette tape
شريط لاصق,{n.} adhesive bandage
شريط لتزيين حوافي الثياب,{n.} piping
شريط للزينة,{n.} cordon
شريط متحور,{n.} streamer
شريط منسوج,{n.} webbing
شريطة أن,"{conj.} provided, as long as"
شريطي,{adj.} lacy
شريع التأثر,{adj.} impressionable
شريعة,"{n.} law, code, legislation, dispensation, canon, religious law"
شريعة إسلامية,"{n.} Islamic law, sharia"
شريعة الغاب,{n.} jungle law
شريعة كنيسية,{n.} canon
شريعي,{n.} canonic
شريف,"{adj.} noble, of noble origin, honourable, reputable, upstanding, proper, virtuous, honorable"
شريف,"{n.} sheriff, peer"
شريف الاصل,{n.} birth
شريف روماني,{adj.} patrician
شريك,"{n.} partner, copartner, silent partner, associate, consort, confederate"
شريك رئيسي,{n.} senior partner
شريك في جريمة,{n.} accomplice
شريك في ميراث,{n.} coheir
شريك يدفع رأس المال,{n.} silent partner
شص,{n.} fishhook
شطارة,"{n.} cleverness, slyness"
شطارة حنكة,{n.} smartness
شطب,"{n.} scratching, deletion, cancellation, cancel"
شطب,"{v.} be cross eyed, scratch, slash, blot, stroke, cancel, delete, cross, write off, score"
شطب الحافة,{v.} chamfer
شطب الدعوة,{v.} nonsuit
شطب من جدول المحامين,{v.} disbar
شطبة,{n.} bevel
شطة حارقة,"{n.} piquancy, red pepper"
شطة حمراء,{n.} red pepper
شطر,"{n.} bisector, hemistich"
شطر,"{v.} halve, intersect, sunder, bisect, fission"
شطر أو تنصيف,{n.} bisecting
شطر تنصيف,{n.} dividing
شطرنج,{n.} chess
شطري,{adj.} binary
شطريا,{adv.} half
شطط,{adj.} excess
شطط,"{n.} hunting, inroad"
شطف,"{n.} rinse, washing"
شطف,"{v.} rinse, swill"
شطف الكباية,{v.} swill
شطيرة,{n.} sandwich
شطيرة لحم,{n.} hamburger
شظايا,{n.} shrapnel
شظايا خشبية,{n.} matchwood
شظف,"{adj.} harsh, rough"
شظوي,{adj.} fragmentary
شظى,{v.} fragment
شظية,"{n.} splinter, splint, sliver, shiver, fragment, spall, scrap, ricochet"
شظية مرتدة,{n.} ricochet
شعائر,"{n.} observance, ritualism, ritual"
شعائري,"{adj.} ceremonial, ritual, ritualistic, solemn"
شعائري,"{n.} initiation, ritualist"
شعار,"{n.} slogan, catchword, counterweight, watchword, banner, emblem, device, motto, sign, tag, brand"
شعار النبالة,{n.} escutcheon
شعار سياسي,{n.} cry
شعاع,"{n.} ray, radiation, beam, bar, streak, shaft"
شعاع الشمس,{n.} sunbeam
شعاع الهلال,{n.} hornbeam
شعاعي,"{adj.} radial, radiate"
شعاعي الأظلاف,{n.} hornbeam
شعب,"{n.} branch, nation, people, public, rank and file, country"
شعب,"{v.} fork, ramify"
شعب طائفة,{n.} denomination
شعب علم,{n.} ramification
شعبة,"{n.} branch, ramification, department, division, section"
شعبة من الجيش,{n.} arm
شعبة من قرن الوعل,{n.} antler
شعبتان,{n.} bronchi
شعبي,"{adj.} popular, public, folk, communal, demotic, vulgar, pop, bronchial"
شعبي,"{n.} popular press, class period"
شعبيا,{adv.} popularly
شعبية,{adj.} lower class
شعبية,"{n.} popularity, publicity, vogue"
شعث,"{v.} dishevel, ruffle, rumple"
شعث الشعر,"{v.} dishevel, tousle"
شعر,"{n.} poetry, verse, rhyme, song, hair, felt, furriness"
شعر,"{v.} feel, sense, notify, warn"
شعر أشعث,"{n.} shag, tousle"
شعر أشقر,{adj.} fair haired
شعر العانة,{n.} pubes
شعر الملاك,{n.} vermicelli
شعر الناصية,{n.} bangs
شعر ب,{v.} feel like
شعر بالتعب,{n.} oat
شعر بالجوع,{v.} hunger
شعر بالكآبة,{v.} feel blue
شعر بالمرض,{v.} feel groggy
شعر بالمسئولية,{v.} sense
شعر بكبر السن,{v.} feel old
شعر بني اللون,{adj.} ginger haired
شعر بوخزة حادة عابرة,{v.} twinge
شعر بوعكة صحية,{v.} feel bad
شعر حر,"{n.} blank verse, free verse"
شعر ذو سواد و بياض,{n.} pepper and salt
شعر رثائي,{n.} elegiac poetry
شعر رسميا بشجب,{v.} denounce
شعر ركيك,{n.} refrain
شعر عنق الكلب,{n.} hackle
شعر غزلي,{n.} erotic poetry
شعر غنائي,{n.} lyric poetry
شعر قريض,{n.} verse
شعر قصصي,{n.} narrative poetry
شعر كث,{adj.} rank
شعر كث الشعر,{n.} furriness
شعر متعقد,{adj.} matted
شعر مرسل,{n.} blank verse
شعر مستعار,"{n.} toupee, wig"
شعر مضفور,{adj.} towheaded
شعر مفرق,{n.} part
شعر مقدم الرأس,{n.} bang
شعر مقدمل,{v.} forewarn
شعر ملحمي,{n.} epos
شعر هزلي,{n.} doggerel
شعرة,{n.} hair
شعرة من شعر طائر العراق,{n.} barb
شعري,"{adj.} canicular, poetical, hairy, furry, capillary"
شعري دقيق,{n.} maidenhair
شعرية,"{n.} lattice, angel hair, trellis"
شعرية التحصين للحصن,{n.} portcullis
شعرية حديدية,{n.} grating
شعرية للأزهار,{n.} trellis
شعشع,{v.} dilute
شعشعة,{n.} dilution
شعلة,"{n.} flame, fire, blaze, torch"
شعلة دائمة,{n.} pilot light
شعنينة أحد الشعانين,{n.} Palm Sunday
شعواء,"{adj.} fierce, vehement"
شعوذ,"{v.} juggle, conjure, mountebank, quack"
شعوذة,"{n.} conjuration, jugglery, juggling, hankey-pankey, witchery, voodoo, sorcery, magic, quackery, hanky-panky"
شعور,"{n.} feeling, sensuousness, feel, sensation, consciousness, affect, hunch, pulse, cheer, aura"
شعور بالإثم,{n.} guilty conscience
شعور بالإشمئزاز,{n.} jaundice
شعور بالفخر,{n.} pride
شعور بالقلق,{n.} obsession
شعور بالنشاط والخفة,{n.} euphoria
شعور سبقي,{n.} presentiment
شعور غير سوى,{n.} exaltation
شعور قوي,{n.} sensation
شعور مثبط,{n.} chill
شعور مسبق,{n.} premonition
شعور ملتهب,{n.} flame
شعور ودي,{n.} cordiality
شعوري,"{adj.} conscious, sensory, sentimental"
شعوزة,"{n.} imposture, legerdemain, prestidigitation"
شعيبة,{n.} subphylum
شعير منقوع بيرة,{n.} malt
شعيرة,"{n.} ceremonial, ritual, rite"
شعيرة دينية مقدسة,{n.} cuprite
شعيرة طقس ديني,{n.} office
شعيرة من شعيرات قصبة الريشة,{n.} pinnule
شعيلة,{n.} primer
شغال,{adj.} cooperative
شغب,"{n.} riot, disorder, tumult, rout, rowdyism, turbulence, niggling, disturbance"
شغبي,"{adj.} riotous, inflammatory"
شغر,{v.} vacate
شغط,{n.} pumping
شغف,{n.} passion
شغف ب,"{v.} dote, love"
شغل,"{n.} Job, work, task, occupation"
شغل,"{v.} carry out, operate, run, switch on, turn on, work, employ, engage, busy, power, pop on, fill, hold, activate"
شغل أوتوماتيكيا,{v.} automate
شغل الألة,{v.} trip
شغل الإبرة,{n.} needlework
شغل البال,"{v.} preoccupy, prepossess"
شغل المحرك,{v.} actuate
شغل شريط,{v.} request
شغل لعبة ما,{v.} wind up
شغل ماكينة,{v.} actuate
شغل مضخة,{v.} prime
شغل مكانا,{v.} preoccupy
شغل منزلا,{v.} occupy
شغل منصب,{v.} hold office
شغل منصبا,{v.} occupy
شغل نفسه بشيء ما,{v.} tinker
شغور,{n.} vacancy
شغوف,{adj.} humane
شغوف ب,{adj.} doting
شغيل,{n.} workman
شف,{n.} lawn
شفا,"{n.} edge, rim, verge"
شفا الكارثة,{n.} precipice
شفا الهوة,{n.} precipice
شفاء,"{n.} recovery, recuperation, restoration, resurrection, cure, healing, medicament"
شفائي,"{adj.} curative, medicinal"
شفاة منسجمة النطق,{n.} lip consonant
شفاعة,{n.} intercession
شفاف,"{adj.} transparent, pellucid, see through, diaphanous, filmy, gauze, gauzy, gossamery, sheer, limpid, clear, lucid"
شفاف,{n.} crystal
شفافي نصف شفاف,{adj.} translucent
شفافية,"{n.} transparency, translucence, limpidity, lucidity, sensitiveness, impressionability, tenderness"
شفاه,{n.} lips
شفاهي,{adj.} oral
شفة,"{n.} lip, flange"
شفر يحول الى شفرة,{v.} encipher
شفرات حلاقة,{n.} razor blades
شفرات فقط.,Razors only.
شفرة,"{n.} code, blade"
شفرة الحلاقة,{n.} blade
شفرة السيف,{n.} knife
شفرة المحراث,{n.} share
شفرة المحراث سكة,{n.} ploughshare
شفرة المدية,{n.} blade
شفع,{v.} recommend
شفعي,{adj.} pre emptive
شفق,"{v.} pity, feel sorry for, compassionate, feel pity for, have mercy, compassion"
شفقة,"{n.} pity, compassion, sympathy, mercy, kindness, pathos"
شفقي,{adj.} crepuscular
شفهي,"{adj.} oral, viva voce, verbal"
شفهيا,"{adv.} orally, viva voce, verbally"
شفوق,"{adj.} compassionate, pitying, sympathetic, tender hearted, soft-hearted, kind-hearted, kind"
شفويسني ملفوظ باشتراك الشفة و اللسان,{adj.} labiodental
شفى,"{v.} cure, heal, fix, restore, recuperate, pull round, set up, skin, mend, recover, get better, get well, get over"
شفى سريعا,{v.} snap back
شفى غليل غضبه,{v.} wreak
شفى غليله,"{v.} sate, wreak one's anger, pay off a grudge"
شفير,"{n.} flange, verge"
شفيع,"{n.} intercessor, mediator"
شق,"{n.} crack, seam, splitting, cleft, chap, Chink, rift, cranny, fissure, flaw, split, cleavage, crevasse, check, crevice, fracture, slit, slot, snip, incision, nick, tear, rip, loophole, overture, spiracle"
شق,"{v.} split, slit, cleave, fissure, crash, fracture, rift, cut, part, slash, rive, twist, spring, splinter, snag, open, flaw, hew, hole, jag, lump, incise, excavate"
شق إلى شظايا,{v.} sliver
شق الطريق,{v.} blaze a trail
شق الماء,{v.} divide
شق خلاله قناة,{v.} canalize
شق سطح كذا,{v.} break
شق طريق بالطيران,{v.} wing
شق طريق متمعجا,{v.} wriggle
شق طريقا حول كفاف هضبة,{v.} contour
شق طريقة بصعوبة,{v.} squeeze
شق طريقة ضد الريح,{v.} thrash
شق طريقه,"{v.} force one's way, push, push away, jostle, pass, press, weave, break, crowd"
شق طريقه بالقوة,{v.} force
شق طريقه ببطء,{v.} trek
شق طريقه بجهد,{v.} struggle
شق طريقه بحذر,{v.} thread
شق طريقه بصعوبة,"{v.} scrape, slog"
شق طريقه بين الجماهير,{v.} traverse
شق طريقه عنوة,{v.} muscle
شق طولي,"{n.} slit, vent"
شق طويل في ثوب,{n.} slash
شق على شكل قناة,{v.} channel
شق فتحة,{v.} vent
شق قناة,{v.} canal
شق مجازا,{v.} undermine
شق نفقا,{v.} tunnel
شقاء,"{n.} unhappiness, misery, misadventure, bale, curse"
شقائق النعمان,"{n.} anemone, windflower"
شقار,{n.} anemone
شقاق,"{n.} quarrel, discord, strife, dissension, disunity, schism"
شقة,"{n.} apartment, flat, tenement, maisonette, mansion, suite"
شقة الخلاف,{n.} chasm
شقة صغيرة,{n.} flatlet
شقة فوق السطح,{n.} penthouse
شقة قرطاس,{n.} tag
شقة مسطحة,{n.} fascia
شقة من الأرض شبه مستوية,{n.} terrace
شقة من غرفة واحدة,{n.} one room apartment
شقراء,{n.} blonde
شقشق,{v.} squeal
شقشقة الطير و الحشرات,{n.} chirp
شقلبة,{n.} tumble
شقلبة بالسيارة,{n.} somersault
شقلبة في الهواء,{n.} somersault
شقوق,{n.} cleft
شقي,"{adj.} unhappy, wretched, rogue"
شقي,"{n.} brat, yob, evil doer"
شقي بائس,{adj.} miserable
شقيفة,{n.} penthouse
شقيق,{adj.} full
شقيق,"{n.} full brother, brother"
شقيقة,{adj.} sister
شقيقة,{n.} sister
شك,smell a rat
شك,"{n.} doubt, suspicion, unbelief, qualms, odor, wonder, query, uncertainty, scrupulosity, scepticism, misgiving, discredit, incertitude, inkling, odour"
شك,"{v.} doubt, fall under suspicion, question, discount, wonder, dispute"
شك الورق مرة أخرى,{v.} reshuffle
شك ب,{n.} suspicion
شك في شيئا ما,{v.} impeach of smth.
شك فيه,{v.} look at him askance
شكا,"{v.} complain, repine, plain, grumble, grudge, grouse, grouch, gripe, squeal, wail, whimper, yell, beef, fuss, pity"
شكا بالمرارة,{v.} belly ache
شكا بحدة,{v.} sound off
شكا من شئ,{v.} complain about or of smth.
شكا من غير داع,{v.} carp
شكاسة,"{n.} perversity, petulance"
شكاك,{adj.} incredulous
شكاك,{n.} misbeliever
شكال الجواد,{n.} hobble
شكاوى,{n.} peeps
شكة,{n.} suit
شكد,{n.} ration
شكر,"{n.} thanks, thankfulness, thanksgiving, gratitude, acknowledgement"
شكر,"{v.} render, recognize, return, thank"
شكرا,"{interj.} TA, thank you!, thanks"
شكرا جزيلا,{interj.} thank you very much
شكرا جزيلا.,Much obliged.
شكرا على اتصالك.,Thank you for calling.
شكرا على دعوتك.,Thanks for your invitation.
شكرا على مساعدتك.,Thank you for your help.
شكرا لك على إطرائك.,Thank you for your compliment.
شكرا لك على اليوم الجميل.,Thank you for a nice day.
شكرا لك على تعبك.,Thank you for your trouble.
شكرا لك على توصيلي بالسيارة.,Thank you for picking me up.
شكرا لك.,{interj.} thank you!
شكرا لله,{interj.} thank goodness
شكرا يا إلهي,{interj.} thank goodness
شكس,"{adj.} petulant, fractious, shrewish, cross grained, pungent, tough, discordant, wayward, untoward"
شكسبيري,{adj.} Shakespearian
شكك,"{v.} misbelieve, hesitate, call in question, impeach, question, query"
شكل,{adj.} categorical
شكل,"{n.} form, format, shape, make, sort, modality, mode, mold, mould, style, way, fashion, trace, guise, semblance, likeness"
شكل,"{v.} accentuate, shape, frame, model, constitute, formalize, fashion, mold, put together, dot, comprise, boil, punctuate, cast, vocalize"
شكل أخدودا,{v.} groove
شكل الأ ساس,{v.} underlie
شكل البنية,{n.} figure
شكل الجواد,{v.} hobble
شكل بالختم,{v.} stamp
شكل بشري,{n.} figure
شكل بلورات,{v.} crystallize
شكل بيضوي,{n.} oval
شكل تتمة ل,{v.} complement
شكل ثلاثي السطوح,{n.} trihedron
شكل جرابا,{v.} pouch
شكل جزءا من أساس,{v.} underpin
شكل جماعة,{v.} gang
شكل حلزوني,{n.} volute
شكل خارجي,{n.} figure
شكل دائري,{n.} circulator
شكل ذو عشر زوايا,{n.} decagon
شكل صفا,{v.} line
شكل عائق,{v.} stand in
شكل عائقا,{v.} handicap
شكل فريق,{v.} team up
شكل قاطع,{n.} extremeness
شكل قنطرة,{v.} arch
شكل لواء,{v.} brigade
شكل مختلف,{n.} variant
شكل مختلف لشيء ما,{n.} variation
شكل مركز,{n.} concentrate
شكل مستطيل,{n.} oblong
شكل معدل,{n.} deformation
شكل معين,{n.} rhomboid
شكل مقاطع,{v.} syllabify
شكل من جديد,{v.} retrain
شكل منحرف من كذا,{n.} perversion
شكل نموذجا,{v.} set an example
شكل هرمي,{n.} pyramid
شكل هندسي,{n.} figure
شكل يمثل نجمة,{n.} star
شكلانية,{n.} formality
شكلة,{n.} circumflex
شكلتة,{n.} modality
شكلي,"{adj.} formal, nominal, modal, pernickety, false, distinct"
شكلي,{n.} logomachy
شكليات,{n.} formality
شكلية,{n.} formalism
شكم الجواد,{v.} snaffle
شكم الفرس,{v.} curb
شكوة,{n.} complaint
شكوك,{n.} second thoughts
شكوكي,"{adj.} sceptic, sceptical"
شكوكية,{n.} scepticism
شكولاتة,{n.} chocolate
شكولاته ساخنة,{n.} hot chocolate
شكوى,"{n.} complainant, complaint, grievance, claim, beef, plaint, railing, miserere, grouse, lawsuit, protest, representation"
شكوى مقدمة,{n.} bill
شكي,"{adj.} sceptic, sceptical"
شكيمة,"{n.} bit, snaffle"
شل,"{v.} paralyze, paralyse, stalemate, transfix, wither, benumb, numb, cripple"
شل الحركة,{v.} immobilize
شلال,"{n.} cataract, chute, falls, waterfall"
شلال مياه صغير,{n.} cascade
شلة,"{n.} coterie, hank"
شلرك في المفاوضات,{v.} enter
شلل,"{n.} paralysis, palsy, disability, silencing"
شلل,{v.} be reconciled
شلل أطفال,{n.} infantile paralysis
شلل الأطفال,"{n.} poliomyelitis, polio"
شلل الصوت,{n.} aphonia
شلل النصف السفلي,{n.} paraplegia
شلل جزئي,"{n.} palsy, paresis"
شلل نصفي,{n.} hemiplegia
شللي,{adj.} paralytic
شلن,"{n.} bob, shilling"
شم,"{n.} acumen, smell"
شم,"{v.} smell, nose, feel, scent, snuff, sniff, snort"
شم مخدر,{v.} sniff
شماس,{n.} verger
شماس الكنيسة,"{n.} deacon, beadle"
شمال,{n.} north
شمال أفريقيا,{n.} North Africa
شمال غرب,{n.} northwest
شمالي,"{adj.} northern, north, northerly, Nordic, boreal, upper"
شمالي شرقي,{adj.} northeast
شمالي غربي,{adj.} northwest
شمام,"{n.} cantaloup, melon, noser"
شمبانيا,{n.} bubbly
شمة,{n.} sniff
شمت بعدو مهزوم,{v.} crow
شمخ بأنفه,{v.} bridle
شمر,{n.} fennel
شمر الثياب,{v.} truss
شمر عن ساعديه,"{v.} gird up one's loins, show ability"
شمراخ,{n.} raceme
شمس,{n.} Sun [astr.]
شمس,{v.} sun
شمس بادئة,{n.} helio
شمسي,"{adj.} heliacal, solar"
شمسي المركز,{adj.} heliocentric
شمسية,{n.} umbrella
شمطاوي,{adj.} haggish
شمع,{n.} wax
شمع,{v.} wax
شمع العسل,{n.} beeswax
شمعاني,"{adj.} waxen, waxy"
شمعة,"{n.} candle, bougie"
شمعة الإستقصاء,{n.} bougie
شمعة الإشعال,{n.} spark plug
شمعة رفيعة,{n.} taper
شمعدان,"{n.} candlestick, chandlery, standard, swift"
شمعدان زيني ذو شعب,{n.} candelabrum
شمعدان مزخرف,{n.} girandole
شمعي,{adj.} waxy
شمل,{adj.} included
شمل,{n.} unity
شمل,"{v.} include, involve, embody, embrace, enfold, cover, comprise, comprehend, encompass"
شمل إتحاد,{n.} union
شمل ب,{v.} be included
شمل معا,"{v.} interwind, lump together"
شملة رداء,"{n.} cloak, mantle, toga"
شملة عمامة,"{n.} turban, headband"
شمندر,{n.} beet
شمندر أبيض,{n.} white beet
شمندر أحمر,{n.} beetroot
شمواة حيوان من الآيل,{n.} shammy
شموخ,"{n.} highness, height, rise, tallness, glory"
شموخ بالأنف,{n.} bridle
شموس,"{adj.} rebellious, recalcitrant, refractory, stubborn, unwilling, restive, fractious, intractable"
شمول,{adj.} comprehensive
شمول,"{n.} inclusion, containment, thoroughness"
شمولي,"{adj.} maximal, totalitarian"
شمي,{adj.} olfactory
شميلة,"{n.} merit, trait, nature"
شن,{n.} start
شن,"{v.} make, trigger"
شن حرب,{v.} wage
شن حربا,{v.} levy
شن غارة,"{v.} raid, strike"
شن هجمات,{v.} nick
شن هجوما,"{v.} attack, launch"
شناخ,{n.} promontory
شناعة,"{n.} enormity, frightfulness"
شنج,"{v.} convulse, cramp"
شنطة,{n.} bag
شنطة يد,{n.} purse
شنظ,{v.} polymerize
شنق,"{n.} hanging, strangulation, beam"
شنق,"{v.} hang up, strangle, gibbet"
شنق بقرار من هيئة التحكيم,{v.} hang the jury
شنيع,"{adj.} ugly, monstrous, gruesome, ghastly, enormous, awful, ghoulish, heinous, hideous, nefarious, obnoxious, foul, atrocious, crying, outrageous"
شهاب,"{n.} meteor, shooting star, falling star"
شهادة,"{n.} testimony, testimonial, testiness, testification, attestation, evidence, witness, deposition, certificate, certification, credentials, token, ticket, debenture, show, diploma, degree, paper qualification"
شهادة أو دبلوم,{n.} sheepskin
شهادة إعتماد,{n.} baptismal certificate
شهادة الأسهم,{n.} share certificate
شهادة الثانوية العامة,{n.} matriculation
شهادة الدكتوراة,Ph.D.
شهادة المغادرة,{n.} leaving certificate
شهادة الميلاد,{n.} birth certificate
شهادة الوفاة,{n.} death certificate
شهادة براءة,{n.} patent
شهادة جامعية,{n.} parchment
شهادة حسن السلوك,{n.} good behavior certificate
شهادة دكتوراة,Ph.D.
شهادة زور,"{n.} false testimony, perjury"
شهادة كذب,{n.} perjury
شهادة ماجستير,{n.} master degree
شهادة مرضية,{n.} sick note
شهادة يؤديها فى المحكمة,{n.} affirmation
شهامة,"{n.} magnanimity, nobility, noble mindedness, knighthood, chivalry"
شهد,{n.} evidence
شهد,"{v.} witness, attend, assist, certificate, testify, becalm"
شهد رسميا ب,{v.} certify
شهد ضد,"{v.} testify, witness against"
شهد ضد فلان,{v.} tell against
شهد طفرة جديدة,{adj.} resurgent
شهد عسل,{n.} honey
شهد على,"{v.} attest, certify"
شهد لصالح,{v.} testify
شهد مقسما,{v.} depose
شهر,{n.} month
شهر,"{v.} proclaim, give notoriety, slander, illuminate, malign, vilify, pillory"
شهر افلاسه,{v.} go bankrupt
شهر الصيام عند المسلمين,{n.} Ramadan
شهر العسل,{n.} honeymoon
شهر ب,{v.} traduce
شهر به,{v.} gibbet
شهر رمصان,{n.} Ramadan
شهر مسدسا,{v.} pull
شهرة,"{n.} family name, reputation, repute, report, reputability, renown, publicity, notability, prominence, kudos, celebrity, fame, bay"
شهرة المحل,{n.} goodwill
شهري,"{adj.} monthly, menstrual"
شهريا,{adv.} monthly
شهق,"{v.} inhale, inspire, sob"
شهقة سعال ديكي,{n.} whooping cough
شهقة صيحة,{n.} whoop
شهم,"{adj.} magnanimous, noble, noble minded, chivalrous"
شهم,"{n.} gallant, quixotism, cavalier"
شهواني,"{adj.} lustful, lewd, lascivious, lickerish, salacious, randy, wanton, erotic, amorous, sportive, sultry, voluptuary, voluptuous, warm, instinctive, libidinous, lush, sensual, carnal, passionate, luxurious"
شهواني,"{n.} satyr, voluptuary, sensualist"
شهوانية,"{n.} carnality, lustfulness, sultriness, sensuality"
شهوة,"{n.} desire, rage, lust, lust after, appetence, passion, will, pleasure, itch"
شهوة جنسية,{n.} libido
شهوة حب السفر والتجوال,{n.} wanderlust
شهوة حسية,{n.} sensuousness
شهوة للطعام,{n.} appetite
شهودي متعلق بالمراقبة,{adj.} observational
شهى,{v.} whet
شهي,"{adj.} delicate, delicious, scrumptious, toothsome"
شهية,"{n.} appetite, relish, zest"
شهية طيبة,{interj.} Bon appetit!
شهيد,{n.} martyr
شهير,"{adj.} great, famed, distinguished, celebrated, noted, illustrious, renowned, shining, lustrous, public, prominent"
شهير,{n.} note
شهيق,"{n.} inhalation, inspiration"
شواء,"{n.} grill, roaster, broil, roast, roasting"
شوارعية,{n.} sense of locality
شواية,{n.} roasting jack
شوبك,{n.} rolling pin
شوربة,{n.} soup
شوربة عدس,{n.} lentils
شورت,{n.} shorts
شورت البوكسري,{n.} boxer shorts
شوش,"{v.} confuse, mix up, gum up, muddle, jumble, jam, disarrange, dislocate, disorganize, disrupt, disturb, demoralize, befuddle, blanket, derange, embroil, fuddle, garble, hamper, obfuscate, obscure, perturb, rattle, ravel, scramble, unsettle, unhinge"
شوش الأثر,{v.} track
شوش الذهن,{v.} mix
شوص,{v.} skew
شوط,"{n.} round, cycle, race, stroke, course"
شوط تنس,{n.} set
شوط في البسبول,{n.} inning
شوفان,{n.} corn
شوفان نباتة,{n.} oat
شوفيني,"{adj.} chauvinistic, spread-eagle"
شوق,"{n.} longing, yearning, eagerness, interest"
شوك,"{n.} thorn, thistle, golden thistle, briar, acanthus"
شوك بلاستيكية,{n.} plastic forks
شوكة,"{n.} fork, thorn, spine, tine, prickle, pricket, barb, spur, goad, fang, backbone"
شوكة الحربون,{n.} fluke
شوكة طعام,"{n.} fork, prong"
شوكة في نصل الرمح,{n.} beard
شوكلاتي,{adj.} chocolate
شوكولا,{n.} chocolate
شوكي,"{adj.} spinal, spiny, thistly"
شوه,"{v.} deform, deface, harm, spoil, mar, mutilate, mangle, distort, assassinate, defile, maim, torment, tinker, torture, twist, warp, wrench, blemish, color, colour, denigrate, falsify, garble, misrepresent, pervert, queer, skew, slant, slur"
شوه السمعة,"{v.} blacken, defame, slander, smear, soil, spatter, splatter"
شوه بشكل عام,{v.} disfigure
شوه بكسر,{v.} chip
شوه حافة,{v.} clip
شوه سمعة,"{v.} denigrate, stigmatize"
شوه سمعته,"{v.} calumniate, vilify"
شوه شيئا,{v.} disfigure
شوه كتابا,{v.} castrate
شوى,{n.} roasting
شوى,"{v.} grill, broil, roast, braise, barbecue, pop"
شوى اللحم فى صلصة خل حريف,{v.} barbecue
شوى بالسيخ,"{v.} skewer, spit"
شوية شوية,"{adv.} piecemeal, progressively"
شىء أساسي,"{adj.} basic, requisite"
شىء أساسي أولي,{n.} primary
شىء أسود,{n.} black
شىء أنيق,{n.} elegance
شىء إضافي,{n.} extra
شىء الأساسي,{n.} groundwork
شىء الطالع,{adj.} hapless
شىء بارز,{n.} prominence
شىء بارز أوناتئ,{n.} protrusion
شىء باطل,{n.} nullity
شىء باق على حاله,"{n.} relic, relict"
شىء بالغ الجمال,{n.} gem
شىء بدائي,{n.} primitive
شىء بسيط غير معقد,{n.} plain
شىء بشىء,{adv.} bit by bit
شىء بصلي الشكل,{n.} bulb
شىء بغيض,{n.} spinach
شىء بليل,{n.} wetness
شىء تافه,"{n.} triviality, duffer, tripe, dust, bagatelle, froth, bosh, small beer, bullshit [sl.], frivolity, damn, joke, bauble, gewgaw, fluff, hog"
شىء تافه ضئيل,{n.} trinket
شىء تقليدي,{n.} conventionality
شىء تقني,{n.} technicality
شىء ثابت,{n.} invariable
شىء ثانوي,{n.} accessory
شىء ثلاثي,{n.} triplex
شىء ثمين,{n.} asset
شىء ثنائي,{adj.} binary
شىء جانبي,{n.} lateral
شىء جذاب,{n.} draw
شىء جميل,"{n.} beauty, poem"
شىء حقيقي,{n.} real
شىء خارج الشيء,{n.} outside
شىء خاضع لسلطان المرء,{n.} fief
شىء دقيق جدا,{n.} minim
شىء دنيوي,{n.} secularity
شىء ذو صلة بالآخر,{n.} relative
شىء ذو قيمة,{n.} valuable
شىء رئيسي,{n.} principal
شىء رائع,"{n.} splendour, splendor"
شىء رائع الجمال,{n.} dream
شىء رقيق,{n.} subtlety
شىء رهيب,{n.} monstrosity
شىء زائد,{n.} superfluity
شىء زائف,"{n.} falsity, imitation, simulation, cheat, gold brick"
شىء زغب,{n.} fluff
شىء زيني,{adj.} ornamental
شىء ساحر,{n.} enchantment
شىء ساقط أو مندفع,{n.} cascade
شىء سخيف,{n.} absurdity
شىء سريع الزوال,{n.} ephemeral
شىء سطحي,{n.} superficiality
شىء سهل,{n.} snap
شىء شاذ,"{n.} anomaly, irregularity, monstrosity"
شىء شبيه بالغصن المزهر,{n.} spray
شىء شديد الصغر,{n.} toy
شىء شفاف,{n.} transparency
شىء صالح للأ كل,{adj.} edible
