Word,Meaning
machinate,"{v} دبر مكيدة, دس, تأمر, دبر مؤامرة"
machination,"{n} كيد, مكيدة, دسيسة, مؤامرة"
machine,"{n} آلة, ماكينة, كائن حي, وسيلة أدبية لزيادة التأثير المسرحي"
machine,{v} صنع بآلة
machine gun,مدفع رشاش
machinery,"{n} آلية, مكننة, مكائن, الآلا ت كوحدة وظيفية"
machinist,"{n} الميكانيكي, ضابط صف مهمته مراقبة الآلات"
mackerel,"{n} الإ سقمري سمك بحري, ماكريل"
mackintosh,"{n} معطف واق من المطر, المكنتش نسيج خفيف"
macrame,{n} مكرامية حجاب
macrocosm,{n} العالم الكبير
macroeconomics,{n} إقتصاد جمعي
macroscopic,{adj} مجهري
macula,"{n} لطخة, بقعة"
maculation,"{n} تلطيخ, توسيخ, تبقع, تلطخ"
mad,"{adj} مهوس, مجنون, مخبول, معتوه, أبله, نزق, طائش, مخبل, فارق الرأس, أرعن, غير منطقي, جامح, متيم, مسعور, هائج, أحمق, أخرق, ممسوس"
mad,"{v} جن, فقد عقله, خبل"
mad about,مفتون
mad dog,كلب مسعور
madam,"{n} سيدتي, سيدة, صاحبة ماخور, آنسة"
madame,"{n} سيدتي, آنسة"
madcap,"{adj} جامح, مجنون, جنوني, طائش, متهور, شخص طائش"
madden,"{v} خبل, غيظ, أثار, غضب"
maddening,"{adj} مغضب, مجن"
madder,{n} الفوة نبات صبغي
made,"{adj} تركيبي, منتج صناعيا, مصنوع"
made by hand,{adj} صناعة يدوية
made for,مصنوع خصيصا ل
made in china,{n} مصنوع في الصين
made of,مصنع من>
made to measure,مصمم بمقاييس
made up,"تجميل إصطناعي, ممكيج, وهمي, اصطناعي, صنعي, صناعي"
madeira,{n} الماديرا (ضرب من الخمر)
madhouse,{n} مستشفي المجانين
madly,{adv} بجنون
madly in love,هيمان
madman,"{n} مجنون, المخبول, معتوه"
madness,"{n} جنون, خبل, سعر جنون, حماقة قصوي, إبتهاج غامر, كلب, غضب, تهور, السعر"
madonna,"{n} سيدة, السيدة العذراء"
madrasah,{n} المدراس قماش قطني
madrepore,{n} المرجان المتشعب
madwoman,"{n} مجنونة, مخبولة"
maelstrom,"{n} إضطراب هائل, غضب عارم"
maenad,{n} المينادة إمرأة تشارك في مهرجانات باخوس
maestro,"{n} فنان, قائد فرقة موسيقية, مايسترو قائد موسيقي, أستاذ في فن ما"
mafia,"{n} مافيا, منظمة إجرام, منظنة سرية لتهريب المخدرات"
magazine,"{n} مستودع, عنبر, مجلة, مجلة دورية, مخزن, مخزن البندقية, مخزن ذخائر حربية, حجرة الأفلام"
magenta,"{n} أفوشين صباغ أحمر, اللون الأحمر الضارب للأرجوانى"
magenta,{adj} أرجواني
maggot,"{n} يرقة, نزوة, سرء"
maggoty,"{adj} كثير اليرقات, كثير النزوات"
magian,{adj} مجوسي
magic,"{n} شعوذة, سحر, فتنة, صناعة السحر"
magic,"{adj} فاتن, ساحر, خالب للعين, سحري, غامض"
magical,"{adj} فاتن, ساحر, خالب للعين, سحري, غامض"
magician,"{n} ساحر, مشعوذ, حاوي, من يقوم بالخدعة"
magisterial,"{adj} وقور, ذو صلاحية, أمري, قاضي صلح"
magistrate,"{n} حاكم, قاضي صلح, قاض, مأمور, والي"
magma,{n} رواسب
magnanimity,"{n} شهامة, أصالة, سماحة رحابة صدر, فتوة, الشهامة"
magnanimous,"{adj} شهم, رحب الصدر, سمح التفكير, كريم الطبع"
magnate,"{n} القطب, المتفوق, الغني جدا"
magnesia,{n} المغنيسيا
magnesium,{n} المغنيسيوم
magnet,"{n} مغناطيس, حجر المغنطيس"
magnetic,"{adj} مغنطيسي, ساحر, جذاب"
magnetic field,المجال المغنطيسي
magnetic needle,{n} إبرة مغنطيسية
magnetism,"{n} مغنطيسية, مغنطة"
magnetite,{n} المغنتيت أكسيد الحديد الأسود
magnetization,{n} مغنطة
magnetize,"{v} مغنط, فتن, سحر, تمغنط, جذب"
magnetizing,{adj} جذاب
magneto,{n} المغنيط جهاز كهربائي
magnetometer,{n} مقياس المغنطيسية
magneton,{n} المغنطيون وحدة العزم المغنطيسي
magnetron,{n} المغنطرون
magnification,"{n} تعظيم, تسبيحة, تبجيل, تكبير, تضخيم, إسهاب, تفخيم"
magnificence,"{n} عظمة, فخامة, تألق, روعة, بهاء"
magnificent,"{adj} عظيم, فخم, رائع, كبير, مهيب, جميل, جليل, بديع"
magnifier,{n} مسبح
magnify,"{v} مجد, عظم, حمد, كبر, بالغ, تكبر العدسة, أسهب"
magnifying glass,"عدسة مكبرة, زجاجة مكبرة"
magnitude,"{n} كمية, قدر, حجم, عظمة, مقدار, مبلغ, مدى إرتفاع الصوت, أهمية"
magnolia,{n} شجرة المغنولية
magnum,{n} زجاجة كبيرة للخمر
magnum opus,"{n} إبداع, أعظم ما أبدع"
magpie,"{n} غراب العقعق, شخص كثير الثرثرة"
magus,"{n} ساحر, مشعوذ, الدجال"
mahaleb,{n} محلب
mahogany,"{n} شجرة الماهوغاني, الماهوغانية شجرة"
mahout,"{n} الفيال, سائق الفيل"
maid,"{n} آنسة, فتاة, خادمة, وصيفة, البكر"
maiden,"{n} العذراء, بتول, مقصلة, الخطاب الأول للنائب"
maiden,"{adj} عانس, بكر, عذراء, عذباء"
maiden name,"إسم العائلة قبل الزواج, إسم البتولة"
maidenhair,{n} شعري دقيق
maidenhead,"{n} بكارة, غشاوة البكارة, عذرة, بتولة"
maidenhood,"{n} عذرة, بكارة"
maidenlike,"{adj} بكر, عذراء"
maidenlike,"{adv} مثل البتول, بعذرية مطلقة"
maidenly,{adj} عذراوي
maidservant,"{n} خادمة, وصيفة"
mail,"{n} بريد, درع, رسائل, حقيبة, مواد بريدية"
mail,"{v} أرسل بالبريد, برق"
mail coach,عربة البريد
mail sheep,{n} كبش
mailbox,"{n} صندوق البريد, صندوق بريد"
mailing address,{n} عنوان بريدي
mailman,"{n} ساعي البريد, رجل البريد"
maim,"{v} قعد, بتر, شوه, جرح"
main,"{n} عرض البحر, القوة الحية, البر الرئيسى"
main,"{adj} رئيسي, أساسي, جوهري, أصلي, مهم"
main course,الطبق الرئيسي
main part,جزء أساسي
main street,"شارع رئيسي, الشارع الرئيسي"
mainland,"{n} يابسة, بر, البر الرئيسى"
mainly,"{adv} على الغالب, في الأساس, في الدرجة الأولي"
mainmast,{n} الصاري الرئيسي
mainspring,"{n} النابض الرئيسي, الباعث الرئيسي, العامل الرئيسي"
mainstay,"{n} عماد, دعامة أساسية, الحبل المثبت للشراع"
maintain,"{v} حافظ, صان, أنفق على, بقي على, اعتصم"
maintenance,"{n} إعالة, صيانة, حفظ, محافظة على, التزامات"
maisonette,"{n} بيت صغير, شقة"
maize,{n} الذرة
majestic,"{adj} بكل عظمة, ملوكي, عظيم, فخم, مهيب, عريق"
majesty,"{n} جلالة, فخامة, عظمة, سلطان"
majolica,{n} الميوليق خزف إيطالي
major,"{n} رائد رتبة عسكرية, تخصص في الدراسة, الراشد, السلم الكبير, الرائد, رائد"
major,"{adj} الشئ الأهم, أساسي, رئيسي, عظيم, أسمى, أكبر, راشد, كبير, رائد"
major domo,{n} القهرمان كبير الخدم
major general,لواء
majority,"{n} الأ غلبية, حزب الأكثرية, سن الرشد, أكثرية, أغلبية"
make,"{n} صنع, إنتاج, طراز, شكل, بناء, هيئة, خياطة"
make,"{v} أحدث, أنتج, تصرف, فعل, هيأ, حضر, خلق, عوض, بنى, غلق, أضرم, عين, ربح, اعتبر, شن, اندفع, تناول, أكرهه على, تجبر, أسعد, صنع, حول, وصل, أحرز هدفا, تملق, بدأ عملا, إندفع نحو, إتخذ قرارا, نجح, جعل"
make a beeline for a place,{v} اتحد
make a bid,"حاول, قدم مناقصة"
make a decision,{n} فصل
make a distinction,{v} ميز
make a fuss,"أثار هرجا ومرجا, عمل جلبة لا حاجة لها"
make a game of,"{v} سخر, هزأ به"
make a go of it,نجح
make a hash of it,"{v} أخفى الموضوع, فشل"
make a hit,"تباهى, حقق نجاحا"
make a hole in,"حفر, نبش"
make a match,خطب للزواج
make a mistake,"أخطأ, غلط"
make a name for oneself,{v} بنى لنفسه صيتا
make a pass at,غازل
make a pet of smb,{v} دلع
make a pig of oneself,التهم
make a scene,خلق ثورة
make a speech,"خطب, ألقى كلمة, حادث"
make acknowledge,{v} قرر
make advances to,تقرب منه لخلق صداقة
make amends,"كافأ, عوض"
make an issue of smth,{v} خلق موضوعا من
make arabic,{v} عرب
make away with oneself,انتحر
make believe,"تخيل, تظاهر, إعتقد بأن, صدق"
make biding for power,{v} تمسك ب
make certain,"تأكد, إستيقن من, بتيقن"
make clear,{v} فسر
make confess,{v} قرر
make contact,جرى إتصالا
make efficient,"حسن, نجح"
make fast,نجزه بسرعة
make flexible,{v} لين
make friends with smb,{v} أصبح صديسقا له
make frozen,{v} جمد
make fun of,"سخر, مزح"
make good,نجح
make hard,"{v} أوى, احتمل, منح حق اللجوء"
make inroads into,تعدى على
"make it a double, please",اجعلها كأسا مزدوجة من فضلك.
make known,{v} كشف
make laugh,أضحك
make less,{v} قلل
make little of,قلل من أهمية
make love,"ناك, جامع, ضاجع"
make merry,مرح
make mischief,"آذى, جرح"
make miserable,"أشقى, تعس"
make money,"تكسب, كسب مالا, جمع ثروة, غني, جمع المال"
make new life,{v} بدأ حياة جديدة
make no bones about,من غير تردد
make no sign,لا يترك أثرا ورائه
make noise,"ضج, خلق صخب, صرخ"
make one a pile of books,{v} حزم الكتب
make one's mouth water,"جعل لعابه يسيل, أثار الشهية"
make one's peace with,صالح
make out,"لاحظ, غازل, فهم, برهن, نجح"
make peace,"عقد صلحا, أصلح ذات البين"
make peace with,توصل لإتفاق سلام مع
make puree,{v} غلى الطعام ثم يصفيه
make sense,"كان له معنى, كان عقلانيا"
make shift,"تصرف, وضع حد"
make shy,{v} خجل
make smb.'s gorge rise,"غضبه غصبا شديدا, جعله يقلق"
make soft,{v} لين
make sure,"تأكد, تعين"
make sure you've got a life jacket,تأكد من حصولك على سترة النجاة.
make tender,{v} لين
make the bed,رتب الفراش
make the best,"بذل جهده, على أحسن وجه, بذل قصارى جهده"
make the fur fly,أثار فضيحة
make the grade,"نجح, تخرج"
make things hum,{v} سير الأمور
make tracks,انصرف
make trouble,سبب المشاكل
make turbid,{v} كدر
make up,"{n} تصالح, تزين, تجمل, تصنع, تراضى, عوض, حاول, إقتنع ب, صالح, لفق"
make up for,عوض
make up on,{v} تقدم
make up one's mind,{v} قرر
make water,"تبول, بول"
make whoopee,إحتفل بمرح صاخب
make yourself at home,البيت بيتك.
maker,"{n} صانع, الله, الخالق, البارئ, منتج, الصانع, محضر"
maker of films,{n} مخرج أفلام
makeshift,"{n} زريعة, وسيلة, حيلة"
makeshift,{adj} ترتيب مؤقت
makeup,"{n} بنية, ماكياج, مستحضر تجميلي, تجميل, مكياج للوجه"
makeup exam,"إختبار إعادة, إمتحان ملحق"
makeup man,"ممكيج, عامل بالمكياج"
making,{n} عمل
making a break for it,{n} محاولة الهرب
making easy,{n} تسهيل
making ready,{n} تحضير
making up,تزين
makings,"{n} تصنيع, تصوير, مزايا, تحضيرات, ترتيبات, وسائل النجاح"
mal,"{pref} سوء, شر, ضرر, مرض"
malachite,"{n} الملكيت, ملخيت"
malacology,{n} علم الرخويات
maladjusted,"{adj} غير منسجم, سئ التوافق, صعب الإنسجام"
maladjustment,"{n} عدم تناسق, عدم إنتظام, عدم توازن"
maladministration,"{n} سوء ادارة, سوء التكيف"
maladroit,"{adj} أخرق, تعوزه البراعة"
malady,"{n} مرض, علة سبب, داء, علة مرض, سقم, سوء, توعك"
malaise,"{n} توعك, ضيق, انزعاج, صعب"
malar,"{adj} وجني, متعلق بالوجنات"
malaria,"{n} البرداء, ملاريا, حمي"
malarial,{adj} مصاب بالملاريا
malarious,{adj} مصاب بالملاريا
malcontent,"{adj} ساخط, ناقم"
malcontent,{n} سخط
male,"{n} مذكر, ذكر, رجل, عضو التذكير, ذكر من الإنسان"
male,"{adj} رجولي, ذكري, فحل"
male tortoise,{n} غيل مذكر السلحفاه
malediction,"{n} لعنة, قذف, تشويه السمعة"
malefactor,"{n} مجرم, شرير, فاعل الشر"
maleficence,"{n} إيذاء, إقتراف الشر, الإيذائية"
maleficent,"{adj} مؤذ, شرير"
malevolence,"{n} خبث, حقد, ضغينة, غل"
malevolent,"{adj} حاقد, مؤذ, مضطغن, ذو غل, خبيث"
malformation,"{n} تشويه, تشوه"
malformed,{adj} مشوه
malice,"{n} خبث, حقد, غل حقد, تعمد الأذي"
malicious,"{adj} خبيث, حقود, ماكر, كيدي, شرير, جنائي"
maliciousness,{n} خبث
malign,"{v} قذف, شهر, وشى, أهان, أشتم, آذى"
malign,"{adj} مؤذ, شرير, ضار"
malignancy,"{n} خبث, سوء نية, حقد, ضرر"
malignant,"{adj} خبيث, ضار, ورم خبيث, حقود, غلول"
malignity,"{n} حقد, عداوة, شر, خبث, دهاء, سلوك شرير"
malinger,"{v} تهرب, تمارض"
malingerer,{n} متمارض
malingering,{n} تمارض
mall,"{n} مول, رصيف للمشاة, ممر مشجر, ميدان مشجر, ساحة مشجرة, طريق للمشاة, مجمع تجاري, مركز تسوق"
malleability,{n} الطروقية قابلية التطريق
malleable,"{adj} طروق, قابل للطرق, طيع, مطواع, لين, مرن"
mallet,"{n} مطرقة خشبية, مضرب الكرة, مطرقة"
mallow,"{n} خبيزة نبات, الخبازة نبات, الخبازى نبات"
malnutrition,{n} سوء التغذية
malodorous,"{adj} نتن, كريه الرائحة"
malpractice,"{n} إهمال, خطاء مقصود, خطاء متعمد, اختلاس, تزوير"
malt,"{n} ملت شعير مخمر, شعير منقوع بيرة, جعة"
malt,{v} ملت حول إلي ملت
malt house,حانة الملت
maltose,{n} الملتوز سكر الشعير
maltreat,"{v} خاشن, عامل بقسوة, ساء المعاملة"
maltreated,{adj} مظلوم
maltreatment,"{n} سوء المعاملة, معاملة بقسوة"
mama,"{n} ماما, أم, والدة"
mamba,{n} الممبة أفعي سامة
mamillary,"{adj} حلمي, ذو علاقة بالثدي"
mammal,"{n} الثديي حيوان من الثديات, لبون"
mammalogy,{n} علم الثدييات
mammon,"{n} ثروة, شيطان الجشع, عابد الذهب, عابد المال"
mammoth,"{n} ماموث فيل منقرض عملاق, شىء عملاق"
mammoth,{adj} ضخم
mammy,{n} أم
man,"{n} رجل, إنسان, بشر, شخص, زوج قرين, التابع, خادم, غلام, المرء, البشر, الإنسان"
man,{v} زود بالجند
man about town,اجتماعي
man and wife,حياة زوجية
man eater,"{n} أكل الإنسان, أكل لحم الإنسان"
man hour,ساعة العمل
man of arms,"عسكري, جندي, بحار"
man of means,"ذو امكانيات, شاعر"
manacle,"{n} قيد, أصفاد, غل"
manacle,"{v} قيد, صعد"
manacled,{adj} مصفد
manacles,"{n} غل قيد, قيود"
manage,"{v} أدار, نجح, روض, عالج, اقتصد, واجه, ناور, عنى, وجد, أكل, تصرف"
manage to,قدر
manageable,"{adj} لين, طيع, سهل القياد, سهل المناورة, لين العريكة, مطيع"
management,"{n} إدارة, تدبير, هيئة الإدارة, لباقة, براعة إدارية"
manager,"{n} مدير, إداري, القيم على النفقة في المنزل, مدير الفريق الرياضي"
manageress,"{n} مديرة, ناظرة"
managerial,"{adj} إداري, تعلق بالإدارة, كادر إداري"
managing,{adj} نزاع إلي التسلط
managing director,المدير العام
managing editor,مدير التحرير
manana,{adv} غدا بالإسبانية
manatee,{n} خروف البحر
manciple,{n} متعهد المؤن
mandarin,"{n} اللغة الصينية الشمالية, موظف كبير, المندرين يوسفي, شجرة اليوسفي"
mandatary,"{n} إجباري, مفوض, وكيل"
mandate,"{n} تفويض, انتداب, أمر رسمي, وصاية"
mandatory,"{adj} تفويضي, زام, انتدابي, إلزامي, مفروض, إجباري"
mandatory,{n} منتدب
mandible,"{n} الفك الأسفل, فك"
mandolin,{n} مندولين آلة موسيقية
mandrake,"{n} اللفاح نبات, اليبروج نبات"
mandrel,{n} الشاقة عمود دوران المخرطة
mandrill,{n} الميمون قرد
mane,"{n} عرف الأسد أو الفرس, عرف الفرس"
maneuver,"{n} مناور, دهاء"
maneuver,"{v} ناور, تأتى للأمر بدهاء, حرك الجيوش في مناورات"
maneuverability,"{n} قدرة التناور, المناورة التجارية"
manful,{adj} شجاع
manfully,{adv} ببسالة
manganese,{n} منغنيز عنصر فلزي
mange,"{n} جرب البهائم, الحكاك"
manger,"{n} معلف, المذود معلف الدابة, مزود المسيح"
manginess,{n} وقاحة
mangle,{n} مجففة
mangle,"{v} شوه, تلف, بتر, فسد, جفف"
mango,"{n} مانجو فاكهة, مانجو, شجر المانجو"
mangonel,"{n} منجنيق آلة, منجنيق"
mangrove,"{n} المنغروف شجر, شجر إستوائي"
mangy,"{adj} أجرب, رث, بال, جربي"
manhandle,"{v} حرك باليد, عامل بخشونة"
manhole,"{n} صنبور, فتحة, نظرة"
manhood,"{n} رجولة, شجاعة, بأس, فوة, سن الرجولة, الرجال كافة"
mania,"{n} هوس, المس ضرب من الجنون"
maniac,{n} الممسوس
maniac,"{adj} مهووس, مجنون, ممسوس"
maniacal,{adj} مجنون
manic,"{adj} مهووس, هوسي, جنوني, مسي"
manicure,"{n} تشذيب الأظافر, صباغة الأظافر"
manicure,"{v} لون الأظافر, شذب, قلم"
manicurist,{n} المدرم للأظافر
manifest,"{n} البيان الأساسي, الوثيقة الأساسية, قائمة"
manifest,"{v} ظهر, أبدى, برهن, قدم بيانا بحمولة السفينة"
manifest,"{adj} واضح, ظاهر, جلي"
manifestation,"{n} إظهار, مظاهرة, مظهر, ظهور, تجل, تظاهرة, تعبير"
manifesto,"{n} أصدر بيانا رسميا, بيان رسمي"
manifold,{n} المؤلف من عناصر مختلفة
manifold,"{adj} متشعب, متنوع, متعدد, منوع, مضاعف"
manikin,"{n} قزم, تمثال على شكل جسم الأ نسان, عارضة أزياء"
manioc,{n} المنيهوت نبات
maniple,"{n} الذراعة جزء من ثياب القداس, راية"
manipulate,"{v} أثر في, تلاعب, عالج ببراعة, ضارب, ناور في السوق التجارية"
manipulation,"{n} معالجة بارعة, تلاعب, مناورة في السوق التجارية"
manipulator,{n} مناور
mankind,"{n} إنسانية, بشرية, الجنس البشري, الرجال"
manliness,{n} رجولة
manly,"{adj} رجولي, متمتع بصفات الرجل الحق, قوي"
manna,{n} المن غذاء سماوي
manna croup,بني إسرائيل الذي أنزل عليهم المن
manned,{adj} مؤنسن أو بشري
mannequin,"{n} منكين تمثال عرض الملابس, عارضة أزياء"
manner,"{n} ضرب, نوع, وضع, حالة, نمط, أسلوب, سلوك, نسق, عادات حميدة, سلوك حسن"
mannered,"{adj} متصنع, مصطنع, ذو عادات معينة, متكلف"
mannerism,"{n} تأنق, تكلف, تصنع, طريقة مميزة"
mannerist,{n} ذو طريقة معينة
mannerless,"{adj} فظ, خشن, غليظ"
mannerly,"{adj} مهذب, دمث, مؤدب, مربى"
mannerly,{adv} تصرف بتهذيب
manners,"{n} أخلاق, عادات حميدة, عرف, عادات"
mannish,"{adj} مسترجلة, كالرجل, لائق برجل"
manoeuvrability,"{n} قدرة التناور, المناورة التجارية"
manoeuvre,"{n} مناور, دهاء"
manoeuvre,"{v} ناور, تأتى للأمر بدهاء, حرك الجيوش في مناورات"
manometer,"{n} مضغاط أداة لقياس الضغط, مقياس ضغط الدم, أداة لقياس ضغط الغازات"
manor,"{n} مزرعة, عزبة, قصر مالك العزبة"
manor house,قصر مالك العزبة
manorial,"{adj} صاحب عزبة, ذو قصر بالعزبة, مزارع بالعزبة"
manpower,"{n} عدد القوات المسلحة, طاقة البشرية, مجموع العاملين"
manservant,{n} خادم
mansion,"{n} قصر, بيت عمدة لندن, فندق خاص, دوار قصر, شقة, السكن"
mansion house,قصر العمدة
manslaughter,"{n} قتل, قتل غير متعمد"
manslayer,{n} قاتل
mantel,{n} رف المستوقد
mantelpiece,{n} رف الموقد
mantilla,{n} طرحة
mantis,"{n} سرعوف جمل اليهود, فرس النبي"
mantle,"{n} عباءة, معطف, شملة رداء, رف المستوقد, الرتينة غطاء مخرم"
mantle,"{v} تورد, خجل, غطى"
mantrap,{n} شرك
manual,"{n} كراسة, كتيب وجيز, تمارين خاصة على أستعمال الأسلحة, لوحة مفاتيح الأرغن, كتيب"
manual,{adj} دوي
manual labor,أعمال يدوية
manual worker,الفواعلية
manually,{adv} عمل يدوي
manufactory,{n} مصنع
manufacture,"{n} صناعة, إنتاج, صنع"
manufacture,"{v} صنع, ألف بكثرة, لفق, اخترع, أنتج"
manufacturer,"{n} صاحب المصنع, صاحب المعمل"
manufacturing,"{adj} الصناعات التحولية, صناعي"
manufacturing,{n} تصنيع
manumission,"{n} الإعتاق, تحرير"
manumit,"{v} أعتق, حرر من العبودية, حرر, خلص"
manure,"{n} سماد, روث"
manure,{v} سمد
manuring,{n} تسميد
manuscript,{n} مخطوطة كتابية
manuscript,"{adj} مطبوع على الآلة الكاتبة, مخطوط باليد"
many,"{n} عدد كثير, السواد الأعظم"
many,{adj} كثير
many sided,"متعدد الجوانب, متعدد الإهتمامات, متعدد المواهب"
map,"{n} خريطة, واضع خرائط"
map,"{v} رسم خريطة, رسم بتفصيل"
maple,"{n} شجرة القيقب, خشب القيقب"
maple syrup,شراب القيقب
maps,{n} خرائط
mar,"{v} ضر, فسد, شوه"
marabou,{n} أبو سعن طائر
marabout,"{n} المرابط الولي المسلم, ولي مسلم, قبة, مزار, إبريق قهوة واسع, خيمة مخروطية"
marasmus,{n} الضوى هزال تدريجي
marathon,"{n} سباق المرثون, سباق العدو, سباق طويل المسافة"
maraud,"{v} سلب, غزا, نهب, طاف و يغزو طمعا"
marauder,"{n} سلاب, نهاب"
marble,"{n} نورة, كرة زجاجية, رخام, شىء مصنوع من رخام"
marble,{v} رخم
marble,{adj} رخامي
marbled,"{adj} مجزع كالرخام, مجزع, رخامي, معرق"
marbles,"{n} آراء, أفكار"
march,"{n} مارس, آذار, مسيرة, مارش لحن عسكري, تخم, زحف"
march,"{v} خطا, سير, تاخم, تقدم, خرج في مسيرة, تظاهر, دخل"
march along,{v} سير إلى الأمام
march away,"تقدم بعيدا, زحف بعيدا"
march in,{v} خطا بجدية
march on,زحف على
march out,خرج
march past,"مسيرة عسكرية, عرض عسكري"
marcher,{n} متظاهر
marchioness,{n} المركيزة زوجة المركيز
mare,"{n} فرس, الفرس أنثى الخيل"
mare's nest,{n} إحباط
margarine,"{n} مرغرين, سمنة صناعية, سمن"
marge,{n} زبدة نباتية
margin,"{n} حافة, حد, حاشية, هامش, احتياطي, شاطئ, طرف, الفرق بين سعر الشراء و سعرلبيع, حرف"
margin,{v} همش
marginal,"{adj} ثانوي, هامشي, تخمي, حافي واقع على حافة الشىء, حافي, قريب من الحد الأدنى"
margrave,{n} المرغريف الحاكم العسكري
margravine,{n} المرغريفة زوجة المرغريف
marigold,"{n} الآذريون نبات, قطيفة زهرة"
marijuana,"{n} مريخوانا, قنب هندي, نوع من المخدرات"
marinade,{n} ماء مالح
marinate,"{v} نقع بالخل, خلل المكابيس"
marine,{n} جندي في سلاح البحرية
marine,"{adj} بحري, ملاحي, خاص بالرماة البحريين"
mariner,"{n} بحار, ملاح, النوتي"
marionette,{n} دمية تتحرك بالاسلاكي
marital,"{adj} زوجي, ذو علاقة بالزواج"
maritime,"{adj} بحري, ملاحي, مجاور للبحر, مميز للملاحين"
marjoram,"{n} المردقوش نبات, العترة نبات, السمسق نبات, مردقوش"
mark,"{n} خدش, إشارة, علامة, مارك عملة ألمانية, هدف, بصمة, بطاقة, صليب, انتباه, أثر, نقطة, معلم يشير إلى حدود أرض, دالة"
mark,"{v} حدد, أشار, علم, أشر, ميز, عين الحدود, أعد لمهمة, أبدى, ظهر, دون, وضع علامة, سجل, وصل"
mark down,"خفض, دون, سجل"
mark my words,{v} سجل كلماتى
mark off,تخم
mark out,"رسم, أشار, تصرف, علم"
mark time,"راوح الخطى, لا يحرز أي تقدم"
markdown,"{n} تخفيض, تخفيض السعر, خصم إقتطاع"
marked,"{adj} معلم, مؤشر, ملحوظ, مشهور, واضح, جلي"
marker,"{n} المسجل, هداف, منار, علامة, دلالة, الة مطبعة"
market,"{n} سوق, متجر, السوق العمل, بورصة"
market,"{v} سوق, باع"
market economy,إقتصاد السوق
market rates,{n} معدلات السوق
marketable,"{adj} صالح للعرض في السوق, رائج"
marketing,{n} تسويق
marketplace,"{n} السوق التجارية, ساحة السوق, عالم التجارة"
marking,"{n} وسم, تعليم, علامة, تأشير, تصحيح"
marking ink,حبر أسود
marksman,"{n} الرامي بارع في الرماية, البارع في الرماية, هداف"
marksmanship,{n} عضوية الرماة
marl,{n} المرل طين
marl,"{v} مرل سمد الأرض بالمرل, كسا بحبل ذو طاقين"
marly,{adj} مسمد بالمرل
marmalade,{n} المرملاد مربى من قشور الحمضيات
marmoreal,{adj} مرمري
marmoset,{n} القشة قرد أميركي
marmot,{n} المرموط من القوارض
maroon,"{n} لون الأحمر داكن, كستناء"
maroon,{adj} كستنائي
marquee,"{n} سرادق, إفريز, خيمة كبيرة, خيمة سيرك"
marquetry,"{n} تطعيم الخشب بالعاج و الصدف, الخشب المطعم"
marquis,"{n} المركيز, نبلاء"
marquise,{n} المركيزة زوجة المركيز
marquisette,{n} المركيزيت نسيج رقيق
marrano,{n} شخص متنصر في الاندلس
marred,{adj} مشوه
marriage,"{n} زواج, عرس, زفاف, قران, نكاح"
marriage articles,بنود الزواج
marriage broker,"سمسار زواج وسيط, خاطب, وسيط الزواج"
marriage certificate,عقد قران
marriage contract,عقد قران
marriage of convenience,زواج المصلحة
marriage official,{n} مأذون شرعي
marriageable,{adj} صالح للزواج
married,"{adj} متزوج, زيج, زوجي"
marrow,"{n} مخ العظم, لب, كوسا, أفضل الطعام"
marrowbone,{n} العظم النخاعي
marrowy,{adj} نخاعي
marry,"{v} تزوج, وحد, اتحد, صاهر, ناسب, زوج"
marry off,"تزوج من, تزوج, صاهر, ناسب من"
marry one's brothers widow,{n} زواج الأرملة من شقيق زوجها
mars,"{n} المريخ, إله الحرب"
marsh,"{n} مستنقع, سبخة"
marsh fever,حمى السبخة
marsh mallow,الخطمى عشب من الفصيلة الخبازية
marshal,"{n} نقيب في قوات المطافي, مشير, مارشال, قائد كبير, مدير مراسم, مدير شرطة المدينة"
marshal,"{v} رتب, جمع, أرشد, قاد, نظم"
marshaled,{adj} منظم
marshalling,{n} ترتيب
marshalling,{adj} حفظ النظام
marshland,"{n} أرض مستنقعات, مستنقع"
marshy,"{adj} مستنقعي, سبخ"
marsupial,"{adj} جرابي, كيسي للحيوانات كالكنغر"
mart,"{n} مركز تجاري, صالة بيع, سوق"
marten,{n} الدلق حيوان
martial,"{adj} عسكري, حربي, شجاع"
martial arts,الفنون العسكرية
martial court,"{n} محكمة عسكرية, محكمة عرفية"
martial law,حكم عرفي
martin,{n} الخطاف طائر
martinet,"{n} الضابط الصارم, الضابط المتشدد"
martini,{n} مارتيني
martyr,"{n} شهيد, ضحية, من يضحي برغبته"
martyr,{v} قتل لعقيدته
martyrdom,"{n} استشهاد, عذاب أو إستشهاد في سبيل الدين, عذاب عظيم"
marvel,"{n} معجزة, بمعجزة, أعجوبة, عجيبة"
marvel,"{v} عجب, تعجب, اندهش"
marvel at smth,{v} إندهش من
marvellous,"{adj} بديع, تعجبي, عجيب, مدهش, إعجازي, رائع"
marvelous,"{adj} تعجبي, بديع, عجيب, مدهش, إعجازي, رائع"
marxian,{adj} ماركسي منسوب إلى كارل ماركس
marxism,{n} الماركسية
marxist,{n} مؤمن بالماركسية
marxist,{adj} مصدق الماركسية
mary,{n} مريم العذراء
marzipan,{n} مرزبانية حلوى لوز وسكر
mascara,{n} المسكرة مستحضر تجميل
mascot,"{n} تعويذة, جالب الحظ"
masculine,{n} ذكر
